id_election;annee;type_election;tour;code_commune;libelle_commune;nom;nuance;parti_politique;famille_politique;voix;ratio_voix_inscrits;ratio_voix_exprimes
2022_pres_t1;2022;pres;1;69019;Belleville;HIDALGO;SOC;Parti Socialiste;Gauche;110;1.3;1.8
2022_pres_t1;2022;pres;1;69019;Belleville-En-Beaujolais;HIDALGO;SOC;Parti Socialiste;Gauche;110;1.3;1.8
2022_pres_t1;2022;pres;1;69019;Belleville;JADOT;ECO;Europe Ecologie Les Verts;Ecologie;225;2.66;3.68
2022_pres_t1;2022;pres;1;69019;Belleville-En-Beaujolais;JADOT;ECO;Europe Ecologie Les Verts;Ecologie;225;2.66;3.68
2022_pres_t1;2022;pres;1;69019;Belleville;LASSALLE;DIV;Resistons;Divers;137;1.62;2.24
2022_pres_t1;2022;pres;1;69019;Belleville-En-Beaujolais;LASSALLE;DIV;Resistons;Divers;137;1.62;2.24
2022_pres_t1;2022;pres;1;69019;Belleville;LE PEN;RN;Rassemblement National;Extreme droite;1763;20.87;28.82
2022_pres_t1;2022;pres;1;69019;Belleville-En-Beaujolais;LE PEN;RN;Rassemblement National;Extreme droite;1763;20.87;28.82
2022_pres_t1;2022;pres;1;69019;Belleville;MACRON;ENS;En Marche / Renaissance;Centre;1642;19.44;26.84
2022_pres_t1;2022;pres;1;69019;Belleville-En-Beaujolais;MACRON;ENS;En Marche / Renaissance;Centre;1642;19.44;26.84
2022_pres_t1;2022;pres;1;69019;Belleville;MÉLENCHON;FI;La France Insoumise;Gauche radicale;1191;14.1;19.47
2022_pres_t1;2022;pres;1;69019;Belleville-En-Beaujolais;MÉLENCHON;FI;La France Insoumise;Gauche radicale;1191;14.1;19.47
2022_pres_t1;2022;pres;1;69019;Belleville;POUTOU;EXG;Nouveau Parti Anticapitaliste;Extreme gauche;33;0.39;0.54
2022_pres_t1;2022;pres;1;69019;Belleville-En-Beaujolais;POUTOU;EXG;Nouveau Parti Anticapitaliste;Extreme gauche;33;0.39;0.54
2022_pres_t1;2022;pres;1;69019;Belleville;PÉCRESSE;LR;Les Republicains;Droite;266;3.15;4.35
2022_pres_t1;2022;pres;1;69019;Belleville-En-Beaujolais;PÉCRESSE;LR;Les Republicains;Droite;266;3.15;4.35
2022_pres_t1;2022;pres;1;69019;Belleville;ROUSSEL;COM;Parti Communiste Francais;Gauche radicale;105;1.24;1.72
2022_pres_t1;2022;pres;1;69019;Belleville-En-Beaujolais;ROUSSEL;COM;Parti Communiste Francais;Gauche radicale;105;1.24;1.72
