id_election;annee;type_election;tour;code_departement;libelle_departement;code_commune;libelle_commune;inscrits;abstentions;votants;nuls;exprimes;taux_participation;taux_abstention;taux_nuls_inscrits;taux_exprimes_inscrits
2017_legi_t1;2017;legi;1;69;Rhône;69215;Saint-Julien;663;274;389;0;385;58.67;41.33;0.0;58.07
2017_legi_t1;2017;legi;1;69;Rhône;69216;Saint-Julien-Sur-Bibost;420;194;226;2;224;53.81;46.19;0.48;53.33
2017_legi_t1;2017;legi;1;69;Rhône;69217;Saint-Just-D'Avray;630;306;324;0;321;51.43;48.57;0.0;50.95
2017_legi_t1;2017;legi;1;69;Rhône;69218;Saint-Lager;745;398;347;2;342;46.58;53.42;0.27;45.91
2017_legi_t1;2017;legi;1;69;Rhône;69219;Saint-Laurent-D'Agny;1826;829;997;2;987;54.6;45.4;0.11;54.05
2017_legi_t1;2017;legi;1;69;Rhône;69220;Saint-Laurent-De-Chamousset;1313;609;704;3;692;53.62;46.38;0.23;52.7
2017_legi_t1;2017;legi;1;69;Rhône;69223;Saint-Loup;856;401;455;2;449;53.15;46.85;0.23;52.45
2017_legi_t1;2017;legi;1;69;Rhône;69224;Saint-Mamert;59;17;42;0;42;71.19;28.81;0.0;71.19
2017_legi_t1;2017;legi;1;69;Rhône;69225;Saint-Marcel-L'Eclairé;442;225;217;1;212;49.1;50.9;0.23;47.96
2017_legi_t1;2017;legi;1;69;Rhône;69227;Saint-Martin-En-Haut;3047;1411;1636;6;1614;53.69;46.31;0.2;52.97
2017_legi_t1;2017;legi;1;69;Rhône;69228;Chabanière;3229;1521;1708;3;1692;52.9;47.1;0.09;52.4
2017_legi_t1;2017;legi;1;69;Rhône;69229;Saint-Nizier-D'Azergues;539;245;294;1;287;54.55;45.45;0.19;53.25
2017_legi_t1;2017;legi;1;69;Rhône;69230;Sainte-Paule;261;124;137;0;135;52.49;47.51;0.0;51.72
2017_legi_t1;2017;legi;1;69;Rhône;69231;Saint-Pierre-La-Palud;1983;1054;929;1;922;46.85;53.15;0.05;46.5
2017_legi_t1;2017;legi;1;69;Rhône;69233;Saint-Romain-Au-Mont-D'Or;893;396;497;1;495;55.66;44.34;0.11;55.43
2017_legi_t1;2017;legi;1;69;Rhône;69234;Saint-Romain-De-Popey;1207;600;607;3;596;50.29;49.71;0.25;49.38
2017_legi_t1;2017;legi;1;69;Rhône;69235;Saint-Romain-En-Gal;1283;573;710;2;697;55.34;44.66;0.16;54.33
2017_legi_t1;2017;legi;1;69;Rhône;69236;Saint-Romain-En-Gier;417;232;185;1;184;44.36;55.64;0.24;44.12
2017_legi_t1;2017;legi;1;69;Rhône;69238;Saint-Symphorien-Sur-Coise;2570;1211;1359;9;1340;52.88;47.12;0.35;52.14
2017_legi_t1;2017;legi;1;69;Rhône;69239;Saint-Vérand;915;420;495;0;490;54.1;45.9;0.0;53.55
2017_legi_t1;2017;legi;1;69;Rhône;69240;Saint-Vincent-De-Reins;546;242;304;0;299;55.68;44.32;0.0;54.76
2017_legi_t1;2017;legi;1;69;Rhône;69241;Taluyers;1817;810;1007;2;1000;55.42;44.58;0.11;55.04
2017_legi_t1;2017;legi;1;69;Rhône;69242;Taponas;689;370;319;1;313;46.3;53.7;0.15;45.43
2017_legi_t1;2017;legi;1;69;Rhône;69243;Tarare;6565;3803;2762;9;2716;42.07;57.93;0.14;41.37
2017_legi_t1;2017;legi;1;69;Rhône;69244;Tassin-La-Demi-Lune;14074;6518;7556;23;7496;53.69;46.31;0.16;53.26
2017_legi_t1;2017;legi;1;69;Rhône;69245;Ternand;541;252;289;0;288;53.42;46.58;0.0;53.23
2017_legi_t1;2017;legi;1;69;Rhône;69246;Theizé;986;471;515;0;511;52.23;47.77;0.0;51.83
2017_legi_t1;2017;legi;1;69;Rhône;69248;Thizy-Les-Bourgs;3925;1896;2029;6;1994;51.69;48.31;0.15;50.8
2017_legi_t1;2017;legi;1;69;Rhône;69249;Thurins;2186;1073;1113;1;1105;50.91;49.09;0.05;50.55
2017_legi_t1;2017;legi;1;69;Rhône;69250;La Tour-De-Salvagny;3209;1422;1787;5;1769;55.69;44.31;0.16;55.13
2017_legi_t1;2017;legi;1;69;Rhône;69251;Trades;100;47;53;0;51;53.0;47.0;0.0;51.0
2017_legi_t1;2017;legi;1;69;Rhône;69252;Trèves;586;295;291;0;283;49.66;50.34;0.0;48.29
2017_legi_t1;2017;legi;1;69;Rhône;69253;Tupin-Et-Semons;496;251;245;1;242;49.4;50.6;0.2;48.79
2017_legi_t1;2017;legi;1;69;Rhône;69254;Valsonne;591;320;271;1;265;45.85;54.15;0.17;44.84
2017_legi_t1;2017;legi;1;69;Rhône;69255;Vaugneray;4168;1942;2226;4;2196;53.41;46.59;0.1;52.69
2017_legi_t1;2017;legi;1;69;Rhône;69256;Vaulx-En-Velin;23068;16786;6282;35;6166;27.23;72.77;0.15;26.73
2017_legi_t1;2017;legi;1;69;Rhône;69257;Vaux-En-Beaujolais;800;418;382;1;377;47.75;52.25;0.12;47.12
2017_legi_t1;2017;legi;1;69;Rhône;69258;Vauxrenard;267;99;168;1;165;62.92;37.08;0.37;61.8
2017_legi_t1;2017;legi;1;69;Rhône;69259;Vénissieux;30727;20538;10189;73;9984;33.16;66.84;0.24;32.49
2017_legi_t1;2017;legi;1;69;Rhône;69260;Vernaison;3173;1512;1661;3;1646;52.35;47.65;0.09;51.88
2017_legi_t1;2017;legi;1;69;Rhône;69261;Vernay;54;21;33;0;33;61.11;38.89;0.0;61.11
2017_legi_t1;2017;legi;1;69;Rhône;69263;Villechenève;655;331;324;1;319;49.47;50.53;0.15;48.7
2017_legi_t1;2017;legi;1;69;Rhône;69264;Villefranche-Sur-Saône;19778;11064;8714;31;8609;44.06;55.94;0.16;43.53
2017_legi_t1;2017;legi;1;69;Rhône;69265;Ville-Sur-Jarnioux;638;291;347;1;343;54.39;45.61;0.16;53.76
2017_legi_t1;2017;legi;1;69;Rhône;69266;Villeurbanne;82455;43902;38553;124;38025;46.76;53.24;0.15;46.12
2017_legi_t1;2017;legi;1;69;Rhône;69267;Villié-Morgon;1684;850;834;5;813;49.52;50.48;0.3;48.28
2017_legi_t1;2017;legi;1;69;Rhône;69268;Vourles;2813;1284;1529;4;1515;54.35;45.65;0.14;53.86
2017_legi_t1;2017;legi;1;69;Rhône;69269;Yzeron;760;323;437;0;436;57.5;42.5;0.0;57.37
2017_legi_t1;2017;legi;1;69;Rhône;69270;Chaponnay;3317;1532;1785;4;1765;53.81;46.19;0.12;53.21
2017_legi_t1;2017;legi;1;69;Rhône;69271;Chassieu;7763;3660;4103;8;4072;52.85;47.15;0.1;52.45
2017_legi_t1;2017;legi;1;69;Rhône;69272;Communay;3368;1628;1740;2;1724;51.66;48.34;0.06;51.19
2017_legi_t1;2017;legi;1;69;Rhône;69273;Corbas;7238;3795;3443;17;3381;47.57;52.43;0.23;46.71
2017_legi_t1;2017;legi;1;69;Rhône;69275;Décines-Charpieu;17529;10279;7250;29;7141;41.36;58.64;0.17;40.74
2017_legi_t1;2017;legi;1;69;Rhône;69276;Feyzin;6229;3632;2597;15;2547;41.69;58.31;0.24;40.89
2017_legi_t1;2017;legi;1;69;Rhône;69277;Genas;10270;4692;5578;10;5537;54.31;45.69;0.1;53.91
2017_legi_t1;2017;legi;1;69;Rhône;69278;Genay;3950;2009;1941;3;1918;49.14;50.86;0.08;48.56
2017_legi_t1;2017;legi;1;69;Rhône;69279;Jonage;4567;2361;2206;6;2183;48.3;51.7;0.13;47.8
2017_legi_t1;2017;legi;1;69;Rhône;69280;Jons;1012;579;433;1;428;42.79;57.21;0.1;42.29
2017_legi_t1;2017;legi;1;69;Rhône;69281;Marennes;1276;622;654;1;648;51.25;48.75;0.08;50.78
2017_legi_t1;2017;legi;1;69;Rhône;69282;Meyzieu;21630;12009;9621;34;9505;44.48;55.52;0.16;43.94
2017_legi_t1;2017;legi;1;69;Rhône;69283;Mions;9031;4764;4267;15;4205;47.25;52.75;0.17;46.56
2017_legi_t1;2017;legi;1;69;Rhône;69284;Montanay;2388;940;1448;2;1434;60.64;39.36;0.08;60.05
2017_legi_t1;2017;legi;1;69;Rhône;69285;Pusignan;2747;1575;1172;1;1169;42.66;57.34;0.04;42.56
2017_legi_t1;2017;legi;1;69;Rhône;69286;Rillieux-La-Pape;17328;9445;7883;30;7805;45.49;54.51;0.17;45.04
2017_legi_t1;2017;legi;1;69;Rhône;69287;Saint-Bonnet-De-Mure;5096;2621;2475;8;2448;48.57;51.43;0.16;48.04
2017_legi_t1;2017;legi;1;69;Rhône;69288;Saint-Laurent-De-Mure;4164;2337;1827;7;1814;43.88;56.12;0.17;43.56
2017_legi_t1;2017;legi;1;69;Rhône;69289;Saint-Pierre-De-Chandieu;3567;1789;1778;2;1754;49.85;50.15;0.06;49.17
2017_legi_t1;2017;legi;1;69;Rhône;69290;Saint-Priest;27814;16944;10870;73;10636;39.08;60.92;0.26;38.24
2017_legi_t1;2017;legi;1;69;Rhône;69291;Saint-Symphorien-D'Ozon;3904;2008;1896;2;1881;48.57;51.43;0.05;48.18
2017_legi_t1;2017;legi;1;69;Rhône;69292;Sathonay-Camp;3775;2055;1720;8;1699;45.56;54.44;0.21;45.01
2017_legi_t1;2017;legi;1;69;Rhône;69293;Sathonay-Village;1867;859;1008;0;1002;53.99;46.01;0.0;53.67
2017_legi_t1;2017;legi;1;69;Rhône;69294;Sérézin-Du-Rhône;1977;995;982;6;963;49.67;50.33;0.3;48.71
2017_legi_t1;2017;legi;1;69;Rhône;69295;Simandres;1240;607;633;2;623;51.05;48.95;0.16;50.24
2017_legi_t1;2017;legi;1;69;Rhône;69296;Solaize;2142;1063;1079;2;1063;50.37;49.63;0.09;49.63
2017_legi_t1;2017;legi;1;69;Rhône;69297;Ternay;3696;1817;1879;2;1859;50.84;49.16;0.05;50.3
2017_legi_t1;2017;legi;1;69;Rhône;69298;Toussieu;2123;1047;1076;3;1057;50.68;49.32;0.14;49.79
2017_legi_t1;2017;legi;1;69;Rhône;69299;Colombier-Saugnieu;1868;1014;854;1;849;45.72;54.28;0.05;45.45
2017_pres_t1;2017;pres;1;69;Rhône;69001;Affoux;259;29;230;3;227;88.8;11.2;1.16;87.64
2017_pres_t1;2017;pres;1;69;Rhône;69002;Aigueperse;224;47;177;3;170;79.02;20.98;1.34;75.89
2017_pres_t1;2017;pres;1;69;Rhône;69003;Albigny-Sur-Saône;1665;317;1348;4;1320;80.96;19.04;0.24;79.28
2017_pres_t1;2017;pres;1;69;Rhône;69004;Alix;455;82;373;2;360;81.98;18.02;0.44;79.12
2017_pres_t1;2017;pres;1;69;Rhône;69005;Ambérieux;420;63;357;7;342;85.0;15.0;1.67;81.43
2017_pres_t1;2017;pres;1;69;Rhône;69006;Amplepuis;3591;742;2849;36;2763;79.34;20.66;1.0;76.94
2017_pres_t1;2017;pres;1;69;Rhône;69007;Ampuis;1994;310;1684;12;1636;84.45;15.55;0.6;82.05
2017_pres_t1;2017;pres;1;69;Rhône;69008;Ancy;466;55;411;3;398;88.2;11.8;0.64;85.41
2017_pres_t1;2017;pres;1;69;Rhône;69009;Anse;4571;868;3703;20;3627;81.01;18.99;0.44;79.35
2017_pres_t1;2017;pres;1;69;Rhône;69010;L'Arbresle;4131;901;3230;17;3141;78.19;21.81;0.41;76.03
2017_pres_t1;2017;pres;1;69;Rhône;69012;Les Ardillats;508;71;437;0;423;86.02;13.98;0.0;83.27
2017_pres_t1;2017;pres;1;69;Rhône;69013;Arnas;2644;553;2091;8;2036;79.08;20.92;0.3;77.0
2017_pres_t1;2017;pres;1;69;Rhône;69014;Aveize;786;116;670;3;662;85.24;14.76;0.38;84.22
2017_pres_t1;2017;pres;1;69;Rhône;69015;Avenas;115;17;98;0;95;85.22;14.78;0.0;82.61
2017_pres_t1;2017;pres;1;69;Rhône;69016;Azolette;128;18;110;0;105;85.94;14.06;0.0;82.03
2017_pres_t1;2017;pres;1;69;Rhône;69017;Bagnols;589;116;473;2;464;80.31;19.69;0.34;78.78
2017_pres_t1;2017;pres;1;69;Rhône;69018;Beaujeu;1331;321;1010;4;983;75.88;24.12;0.3;73.85
2017_pres_t1;2017;pres;1;69;Rhône;69019;Belleville;4720;1152;3568;29;3460;75.59;24.41;0.61;73.31
2017_pres_t1;2017;pres;1;69;Rhône;69020;Belmont-D'Azergues;494;81;413;1;405;83.6;16.4;0.2;81.98
2017_pres_t1;2017;pres;1;69;Rhône;69021;Bessenay;1632;247;1385;11;1346;84.87;15.13;0.67;82.48
2017_pres_t1;2017;pres;1;69;Rhône;69022;Bibost;377;47;330;0;321;87.53;12.47;0.0;85.15
2017_pres_t1;2017;pres;1;69;Rhône;69023;Blacé;1133;177;956;1;936;84.38;15.62;0.09;82.61
2017_pres_t1;2017;pres;1;69;Rhône;69024;Val D'Oingt;3078;514;2564;22;2502;83.3;16.7;0.71;81.29
2017_pres_t1;2017;pres;1;69;Rhône;69026;Le Breuil;344;48;296;0;291;86.05;13.95;0.0;84.59
2017_pres_t1;2017;pres;1;69;Rhône;69027;Brignais;8807;2116;6691;40;6542;75.97;24.03;0.45;74.28
2017_pres_t1;2017;pres;1;69;Rhône;69028;Brindas;4416;662;3754;15;3683;85.01;14.99;0.34;83.4
2017_pres_t1;2017;pres;1;69;Rhône;69029;Bron;21948;5088;16860;67;16585;76.82;23.18;0.31;75.56
2017_pres_t1;2017;pres;1;69;Rhône;69030;Brullioles;622;94;528;17;509;84.89;15.11;2.73;81.83
2017_pres_t1;2017;pres;1;69;Rhône;69031;Brussieu;853;113;740;5;717;86.75;13.25;0.59;84.06
2017_pres_t1;2017;pres;1;69;Rhône;69032;Bully;1448;267;1181;6;1151;81.56;18.44;0.41;79.49
2017_pres_t1;2017;pres;1;69;Rhône;69033;Cailloux-Sur-Fontaines;1970;226;1744;11;1707;88.53;11.47;0.56;86.65
2017_pres_t1;2017;pres;1;69;Rhône;69034;Caluire-Et-Cuire;31790;8106;23684;92;23293;74.5;25.5;0.29;73.27
2017_pres_t1;2017;pres;1;69;Rhône;69035;Cenves;313;54;259;0;253;82.75;17.25;0.0;80.83
2017_pres_t1;2017;pres;1;69;Rhône;69036;Cercié;764;122;642;5;617;84.03;15.97;0.65;80.76
2017_pres_t1;2017;pres;1;69;Rhône;69037;Chambost-Allières;580;100;480;5;468;82.76;17.24;0.86;80.69
2017_pres_t1;2017;pres;1;69;Rhône;69038;Chambost-Longessaigne;694;120;574;4;560;82.71;17.29;0.58;80.69
2017_pres_t1;2017;pres;1;69;Rhône;69039;Chamelet;487;82;405;4;388;83.16;16.84;0.82;79.67
2017_pres_t1;2017;pres;1;69;Rhône;69040;Champagne-Au-Mont-D'Or;3825;714;3111;12;3056;81.33;18.67;0.31;79.9
2017_pres_t1;2017;pres;1;69;Rhône;69042;La Chapelle-Sur-Coise;416;46;370;2;361;88.94;11.06;0.48;86.78
2017_pres_t1;2017;pres;1;69;Rhône;69043;Chaponost;6494;878;5616;17;5530;86.48;13.52;0.26;85.16
2017_pres_t1;2017;pres;1;69;Rhône;69044;Charbonnières-Les-Bains;4299;774;3525;13;3494;82.0;18.0;0.3;81.27
2017_pres_t1;2017;pres;1;69;Rhône;69045;Charentay;887;154;733;3;713;82.64;17.36;0.34;80.38
2017_pres_t1;2017;pres;1;69;Rhône;69046;Charly;3686;529;3157;12;3087;85.65;14.35;0.33;83.75
2017_pres_t1;2017;pres;1;69;Rhône;69047;Charnay;710;121;589;2;568;82.96;17.04;0.28;80.0
2017_pres_t1;2017;pres;1;69;Rhône;69048;Chassagny;1051;151;900;2;875;85.63;14.37;0.19;83.25
2017_pres_t1;2017;pres;1;69;Rhône;69049;Chasselay;2286;432;1854;11;1818;81.1;18.9;0.48;79.53
2017_pres_t1;2017;pres;1;69;Rhône;69050;Châtillon;1645;284;1361;5;1342;82.74;17.26;0.3;81.58
2017_pres_t1;2017;pres;1;69;Rhône;69051;Chaussan;839;107;732;8;709;87.25;12.75;0.95;84.51
2017_pres_t1;2017;pres;1;69;Rhône;69052;Chazay-D'Azergues;3281;579;2702;0;2635;82.35;17.65;0.0;80.31
2017_pres_t1;2017;pres;1;69;Rhône;69053;Chénas;420;76;344;0;336;81.9;18.1;0.0;80.0
2017_pres_t1;2017;pres;1;69;Rhône;69054;Chénelette;294;45;249;0;240;84.69;15.31;0.0;81.63
2017_pres_t1;2017;pres;1;69;Rhône;69055;Les Chères;982;136;846;2;827;86.15;13.85;0.2;84.22
2017_pres_t1;2017;pres;1;69;Rhône;69056;Chessy-Les-Mines;1352;207;1145;9;1114;84.69;15.31;0.67;82.4
2017_pres_t1;2017;pres;1;69;Rhône;69057;Chevinay;439;59;380;0;377;86.56;13.44;0.0;85.88
2017_pres_t1;2017;pres;1;69;Rhône;69058;Chiroubles;301;51;250;1;244;83.06;16.94;0.33;81.06
2017_pres_t1;2017;pres;1;69;Rhône;69059;Civrieux-D'Azergues;1092;172;920;1;905;84.25;15.75;0.09;82.88
2017_pres_t1;2017;pres;1;69;Rhône;69060;Claveisolles;461;79;382;1;370;82.86;17.14;0.22;80.26
2017_pres_t1;2017;pres;1;69;Rhône;69061;Cogny;928;160;768;2;756;82.76;17.24;0.22;81.47
2017_pres_t1;2017;pres;1;69;Rhône;69062;Coise;608;79;529;3;510;87.01;12.99;0.49;83.88
2017_pres_t1;2017;pres;1;69;Rhône;69063;Collonges-Au-Mont-D'Or;3290;514;2776;7;2744;84.38;15.62;0.21;83.4
2017_pres_t1;2017;pres;1;69;Rhône;69064;Condrieu;2703;554;2149;9;2096;79.5;20.5;0.33;77.54
2017_pres_t1;2017;pres;1;69;Rhône;69065;Corcelles-En-Beaujolais;661;101;560;3;543;84.72;15.28;0.45;82.15
2017_pres_t1;2017;pres;1;69;Rhône;69066;Cours;3289;614;2675;24;2595;81.33;18.67;0.73;78.9
2017_pres_t1;2017;pres;1;69;Rhône;69067;Courzieu;866;130;736;4;723;84.99;15.01;0.46;83.49
2017_pres_t1;2017;pres;1;69;Rhône;69068;Couzon-Au-Mont-D'Or;1782;340;1442;8;1409;80.92;19.08;0.45;79.07
2017_pres_t1;2017;pres;1;69;Rhône;69069;Craponne;7961;1445;6516;28;6400;81.85;18.15;0.35;80.39
2017_pres_t1;2017;pres;1;69;Rhône;69070;Cublize;898;145;753;16;727;83.85;16.15;1.78;80.96
2017_pres_t1;2017;pres;1;69;Rhône;69071;Curis-Au-Mont-D'Or;848;140;708;1;700;83.49;16.51;0.12;82.55
2017_pres_t1;2017;pres;1;69;Rhône;69072;Dardilly;6492;1210;5282;22;5207;81.36;18.64;0.34;80.21
2017_pres_t1;2017;pres;1;69;Rhône;69073;Dareizé;370;57;313;2;302;84.59;15.41;0.54;81.62
2017_pres_t1;2017;pres;1;69;Rhône;69074;Denicé;1129;144;985;1;975;87.25;12.75;0.09;86.36
2017_pres_t1;2017;pres;1;69;Rhône;69075;Dième;126;13;113;0;110;89.68;10.32;0.0;87.3
2017_pres_t1;2017;pres;1;69;Rhône;69076;Dommartin;2178;300;1878;3;1847;86.23;13.77;0.14;84.8
2017_pres_t1;2017;pres;1;69;Rhône;69077;Dracé;686;100;586;4;567;85.42;14.58;0.58;82.65
2017_pres_t1;2017;pres;1;69;Rhône;69078;Duerne;577;68;509;3;492;88.21;11.79;0.52;85.27
2017_pres_t1;2017;pres;1;69;Rhône;69080;Echalas;1235;177;1058;2;1026;85.67;14.33;0.16;83.08
2017_pres_t1;2017;pres;1;69;Rhône;69081;Ecully;13518;3709;9809;23;9689;72.56;27.44;0.17;71.67
2017_pres_t1;2017;pres;1;69;Rhône;69082;Emeringes;202;15;187;0;185;92.57;7.43;0.0;91.58
2017_pres_t1;2017;pres;1;69;Rhône;69083;Eveux;852;105;747;2;737;87.68;12.32;0.23;86.5
2017_pres_t1;2017;pres;1;69;Rhône;69084;Fleurie;974;165;809;3;783;83.06;16.94;0.31;80.39
2017_pres_t1;2017;pres;1;69;Rhône;69085;Fleurieu-Sur-Saône;1034;153;881;4;866;85.2;14.8;0.39;83.75
2017_pres_t1;2017;pres;1;69;Rhône;69086;Fleurieux-Sur-L'Arbresle;1808;281;1527;3;1503;84.46;15.54;0.17;83.13
2017_pres_t1;2017;pres;1;69;Rhône;69087;Fontaines-Saint-Martin;2284;338;1946;7;1920;85.2;14.8;0.31;84.06
2017_pres_t1;2017;pres;1;69;Rhône;69088;Fontaines-Sur-Saône;4768;1062;3706;20;3631;77.73;22.27;0.42;76.15
2017_pres_t1;2017;pres;1;69;Rhône;69089;Francheville;9523;1623;7900;21;7750;82.96;17.04;0.22;81.38
2017_pres_t1;2017;pres;1;69;Rhône;69090;Frontenas;640;124;516;3;502;80.62;19.38;0.47;78.44
2017_pres_t1;2017;pres;1;69;Rhône;69091;Givors;11196;3986;7210;52;7037;64.4;35.6;0.46;62.85
2017_pres_t1;2017;pres;1;69;Rhône;69092;Gleizé;5572;1353;4219;20;4139;75.72;24.28;0.36;74.28
2017_pres_t1;2017;pres;1;69;Rhône;69093;Grandris;766;161;605;0;581;78.98;21.02;0.0;75.85
2017_pres_t1;2017;pres;1;69;Rhône;69094;Grézieu-La-Varenne;3978;628;3350;21;3285;84.21;15.79;0.53;82.58
2017_pres_t1;2017;pres;1;69;Rhône;69095;Grézieu-Le-Marché;597;74;523;6;506;87.6;12.4;1.01;84.76
2017_pres_t1;2017;pres;1;69;Rhône;69096;Grigny;6024;1720;4304;30;4189;71.45;28.55;0.5;69.54
2017_pres_t1;2017;pres;1;69;Rhône;69097;Les Haies;632;120;512;4;496;81.01;18.99;0.63;78.48
2017_pres_t1;2017;pres;1;69;Rhône;69098;Les Halles;306;48;258;1;254;84.31;15.69;0.33;83.01
2017_pres_t1;2017;pres;1;69;Rhône;69099;Haute-Rivoire;984;176;808;4;777;82.11;17.89;0.41;78.96
2017_pres_t1;2017;pres;1;69;Rhône;69100;Irigny;6366;1266;5100;26;4976;80.11;19.89;0.41;78.17
2017_pres_t1;2017;pres;1;69;Rhône;69101;Jarnioux;502;86;416;7;408;82.87;17.13;1.39;81.27
2017_pres_t1;2017;pres;1;69;Rhône;69102;Joux;533;86;447;6;424;83.86;16.14;1.13;79.55
2017_pres_t1;2017;pres;1;69;Rhône;69103;Juliénas;712;113;599;5;580;84.13;15.87;0.7;81.46
2017_pres_t1;2017;pres;1;69;Rhône;69104;Jullié;338;50;288;3;279;85.21;14.79;0.89;82.54
2017_pres_t1;2017;pres;1;69;Rhône;69105;Lacenas;724;94;630;3;611;87.02;12.98;0.41;84.39
2017_pres_t1;2017;pres;1;69;Rhône;69106;Lachassagne;834;93;741;11;730;88.85;11.15;1.32;87.53
2017_pres_t1;2017;pres;1;69;Rhône;69107;Lamure-Sur-Azergues;744;137;607;7;584;81.59;18.41;0.94;78.49
2017_pres_t1;2017;pres;1;69;Rhône;69108;Lancié;675;96;579;0;571;85.78;14.22;0.0;84.59
2017_pres_t1;2017;pres;1;69;Rhône;69109;Lantignié;677;96;581;5;556;85.82;14.18;0.74;82.13
2017_pres_t1;2017;pres;1;69;Rhône;69110;Larajasse;1422;291;1131;9;1110;79.54;20.46;0.63;78.06
2017_pres_t1;2017;pres;1;69;Rhône;69111;Légny;489;62;427;0;418;87.32;12.68;0.0;85.48
2017_pres_t1;2017;pres;1;69;Rhône;69112;Lentilly;4458;724;3734;14;3671;83.76;16.24;0.31;82.35
2017_pres_t1;2017;pres;1;69;Rhône;69113;Létra;575;73;502;10;489;87.3;12.7;1.74;85.04
2017_pres_t1;2017;pres;1;69;Rhône;69115;Limas;3233;524;2709;39;2650;83.79;16.21;1.21;81.97
2017_pres_t1;2017;pres;1;69;Rhône;69116;Limonest;2565;377;2188;6;2158;85.3;14.7;0.23;84.13
2017_pres_t1;2017;pres;1;69;Rhône;69117;Lissieu;2565;473;2092;10;2063;81.56;18.44;0.39;80.43
2017_pres_t1;2017;pres;1;69;Rhône;69118;Loire-Sur-Rhône;1865;316;1549;9;1508;83.06;16.94;0.48;80.86
2017_pres_t1;2017;pres;1;69;Rhône;69119;Longes;721;124;597;2;577;82.8;17.2;0.28;80.03
2017_pres_t1;2017;pres;1;69;Rhône;69120;Longessaigne;435;57;378;4;364;86.9;13.1;0.92;83.68
2017_pres_t1;2017;pres;1;69;Rhône;69121;Lozanne;1881;280;1601;6;1568;85.11;14.89;0.32;83.36
2017_pres_t1;2017;pres;1;69;Rhône;69122;Lucenay;1371;181;1190;4;1167;86.8;13.2;0.29;85.12
2017_pres_t1;2017;pres;1;69;Rhône;69123;Lyon;296496;58237;238259;948;234507;80.36;19.64;0.32;79.09
2017_pres_t1;2017;pres;1;69;Rhône;69124;Marchampt;374;45;329;1;322;87.97;12.03;0.27;86.1
2017_pres_t1;2017;pres;1;69;Rhône;69125;Marcilly-D'Azergues;721;101;620;0;612;85.99;14.01;0.0;84.88
2017_pres_t1;2017;pres;1;69;Rhône;69126;Marcy;564;66;498;3;489;88.3;11.7;0.53;86.7
2017_pres_t1;2017;pres;1;69;Rhône;69127;Marcy-L'Etoile;2256;332;1924;2;1901;85.28;14.72;0.09;84.26
2017_pres_t1;2017;pres;1;69;Rhône;69130;Meaux-La-Montagne;191;43;148;1;143;77.49;22.51;0.52;74.87
2017_pres_t1;2017;pres;1;69;Rhône;69131;Messimy;2622;388;2234;10;2181;85.2;14.8;0.38;83.18
2017_pres_t1;2017;pres;1;69;Rhône;69132;Meys;606;77;529;3;504;87.29;12.71;0.5;83.17
2017_pres_t1;2017;pres;1;69;Rhône;69133;Millery;3189;487;2702;5;2665;84.73;15.27;0.16;83.57
2017_pres_t1;2017;pres;1;69;Rhône;69134;Moiré;178;16;162;3;154;91.01;8.99;1.69;86.52
2017_pres_t1;2017;pres;1;69;Rhône;69135;Monsols;591;144;447;3;437;75.63;24.37;0.51;73.94
2017_pres_t1;2017;pres;1;69;Rhône;69136;Montagny;1986;306;1680;8;1646;84.59;15.41;0.4;82.88
2017_pres_t1;2017;pres;1;69;Rhône;69137;Montmelas-Saint-Sorlin;272;34;238;0;232;87.5;12.5;0.0;85.29
2017_pres_t1;2017;pres;1;69;Rhône;69138;Montromant;328;39;289;5;284;88.11;11.89;1.52;86.59
2017_pres_t1;2017;pres;1;69;Rhône;69139;Montrottier;1049;186;863;4;839;82.27;17.73;0.38;79.98
2017_pres_t1;2017;pres;1;69;Rhône;69140;Morancé;1583;226;1357;9;1332;85.72;14.28;0.57;84.14
2017_pres_t1;2017;pres;1;69;Rhône;69141;Mornant;4468;710;3758;14;3689;84.11;15.89;0.31;82.56
2017_pres_t1;2017;pres;1;69;Rhône;69142;La Mulatière;3947;1024;2923;13;2870;74.06;25.94;0.33;72.71
2017_pres_t1;2017;pres;1;69;Rhône;69143;Neuville-Sur-Saône;4755;1083;3672;17;3586;77.22;22.78;0.36;75.42
2017_pres_t1;2017;pres;1;69;Rhône;69145;Odenas;602;103;499;2;493;82.89;17.11;0.33;81.89
2017_pres_t1;2017;pres;1;69;Rhône;69147;Les Olmes;641;104;537;2;524;83.78;16.22;0.31;81.75
2017_pres_t1;2017;pres;1;69;Rhône;69148;Orliénas;1802;249;1553;4;1532;86.18;13.82;0.22;85.02
2017_pres_t1;2017;pres;1;69;Rhône;69149;Oullins;16940;3809;13131;59;12885;77.51;22.49;0.35;76.06
2017_pres_t1;2017;pres;1;69;Rhône;69150;Ouroux;242;27;215;1;210;88.84;11.16;0.41;86.78
2017_pres_t1;2017;pres;1;69;Rhône;69151;Le Perréon;1040;134;906;3;887;87.12;12.88;0.29;85.29
2017_pres_t1;2017;pres;1;69;Rhône;69152;Pierre-Bénite;6412;1999;4413;28;4304;68.82;31.18;0.44;67.12
2017_pres_t1;2017;pres;1;69;Rhône;69153;Poleymieux-Au-Mont-D'Or;780;104;676;5;660;86.67;13.33;0.64;84.62
