code_commune;actifs_2022;chomeurs_2022;actifs_occupes_2022;inactifs_2022;taux_chomage_2022
69168;767.649249540547;84.2427010726206;683.406548467926;215.585983558671;10.97
69169;309.483301743502;13.6127490591511;295.870552684351;68.3722951192882;4.4
69170;599.283079692946;30.8473670925311;568.435712600415;148.066877894078;5.15
69171;1300.0;101.0;1199.0;379.0;7.77
69172;419.08957592006;23.6428864201867;395.446689499874;94.6972595138207;5.64
69173;527.6816532305;30.2643813052659;497.417271925234;85.6428028044199;5.74
69174;330.659302213511;22.5002744454402;308.159027768071;51.3768422476093;6.8
69175;1003.47795622162;60.1143334184134;943.363622803205;242.12561818754;5.99
69176;2362.4779270059;117.722463095012;2244.75546391088;525.418116533659;4.98
69177;1076.14636168937;64.9509568568433;1011.19540483253;248.748674576789;6.04
69178;384.0;31.0;353.0;75.0;8.07
69179;2112.39199620648;78.7902771408991;2033.60171906558;465.984013741612;3.73
69180;145.620178105468;4.52079499531967;141.099383110148;34.7887979492655;3.1
69181;111.501800214612;3.98220715052184;107.51959306409;42.8467924886831;3.57
69182;165.0;12.0;153.0;45.0;7.27
69183;114.930568329036;12.0717406941877;102.858827634848;48.2818036998149;10.5
69184;533.673696666169;40.6010954351495;493.072601231019;94.6043683673298;7.61
69186;85.1019561824078;4.94778815013999;80.1541680322678;37.7392493803939;5.81
69187;335.440466876551;10.6405518761359;324.799915000415;76.2744562539003;3.17
69188;431.118786318686;31.4876211430448;399.631165175641;110.523323477055;7.3
69189;892.549103861221;79.9456476088532;812.603456252368;235.077540630676;8.96
69190;1035.96139785686;43.7819746528969;992.179423203965;281.76931193179;4.23
69191;2657.69869073205;214.863924007785;2442.83476672426;848.594585867083;8.08
69192;77.490196078431;3.05882352941175;74.4313725490192;14.2745098039215;3.95
69193;598.519115620557;30.7274503171701;567.791665303387;193.1918171998;5.13
69194;3152.0;215.0;2937.0;967.0;6.82
69196;301.595815146711;20.6540706612068;280.941744485505;70.69564217636;6.85
69197;1143.48717978437;72.8479106758351;1070.63926910853;261.671856721512;6.37
69198;427.309716064721;14.3448991923362;412.964816872384;80.0129400420968;3.36
69199;8419.74675100555;1667.77788069799;6751.96887030757;3422.45187969114;19.81
69200;750.0;27.0;723.0;189.0;3.6
69201;561.788268855147;68.3265623292559;493.461706525891;184.925139946706;12.16
69202;9522.06025075995;899.767523567786;8622.29272719216;2862.0122786648;9.45
69203;501.205279830892;52.1839685392874;449.021311291605;102.097032930455;10.41
69204;9677.88066079221;950.667680539718;8727.21298025249;3270.77640540293;9.82
