id_election;annee;type_election;tour;code_commune;libelle_commune;nom;nuance;parti_politique;famille_politique;voix;ratio_voix_inscrits;ratio_voix_exprimes
2019_euro_t1;2019;euro;1;69004;Alix;PACE;LDIV;Divers;Divers;0;0.0;0.0
2019_euro_t1;2019;euro;1;69004;Alix;PARTI ANIMALISTE;LECO;Parti Animaliste;Ecologie;3;0.64;1.16
2019_euro_t1;2019;euro;1;69004;Alix;PARTI FED. EUROPÉEN;LDIV;Divers;Divers;0;0.0;0.0
2019_euro_t1;2019;euro;1;69004;Alix;PARTI PIRATE;LDIV;Divers;Divers;0;0.0;0.0
2019_euro_t1;2019;euro;1;69004;Alix;POUR L'EUROPE DES GENS;LFG;Front de Gauche / NUPES;Gauche radicale;5;1.07;1.93
2019_euro_t1;2019;euro;1;69004;Alix;PRENEZ LE POUVOIR;LDVG;Divers gauche;Gauche;65;13.86;25.1
2019_euro_t1;2019;euro;1;69004;Alix;RENAISSANCE;LENS;Ensemble (Renaissance / LREM);Centre;52;11.09;20.08
2019_euro_t1;2019;euro;1;69004;Alix;RÉVOLUTIONNAIRE;LEXG;Extreme gauche;Extreme gauche;0;0.0;0.0
2019_euro_t1;2019;euro;1;69004;Alix;UDLEF;LDVD;Divers droite;Droite;0;0.0;0.0
2019_euro_t1;2019;euro;1;69004;Alix;UNE FRANCE ROYALE;LEXD;Extreme droite;Extreme droite;0;0.0;0.0
2019_euro_t1;2019;euro;1;69004;Alix;UNION DROITE-CENTRE;LDVD;Divers droite;Droite;27;5.76;10.42
2019_euro_t1;2019;euro;1;69004;Alix;URGENCE ÉCOLOGIE;LECO;Europe Ecologie Les Verts;Ecologie;10;2.13;3.86
2019_euro_t1;2019;euro;1;69004;Alix;À VOIX ÉGALES;LDVG;Divers gauche;Gauche;0;0.0;0.0
2019_euro_t1;2019;euro;1;69004;Alix;ÉVOLUTION CITOYENNE;LDIV;Divers;Divers;0;0.0;0.0
2019_euro_t1;2019;euro;1;69005;Ambérieux;ALLIANCE JAUNE;LDIV;Gilets Jaunes;Divers;2;0.53;0.96
2019_euro_t1;2019;euro;1;69005;Ambérieux;ALLONS ENFANTS;LDIV;Divers;Divers;0;0.0;0.0
2019_euro_t1;2019;euro;1;69005;Ambérieux;DEBOUT LA FRANCE;LDLF;Debout la France;Droite souverainiste;15;3.95;7.21
2019_euro_t1;2019;euro;1;69005;Ambérieux;DÉCROISSANCE 2019;LECO;Decroissance;Ecologie;0;0.0;0.0
2019_euro_t1;2019;euro;1;69005;Ambérieux;DÉMOCRATIE REPRÉSENTATIVE;LDIV;Divers;Divers;0;0.0;0.0
2019_euro_t1;2019;euro;1;69005;Ambérieux;ENSEMBLE PATRIOTES;LDLF;Patriotes;Droite souverainiste;2;0.53;0.96
2019_euro_t1;2019;euro;1;69005;Ambérieux;ENSEMBLE POUR LE FREXIT;LDLF;Souverainiste;Droite souverainiste;1;0.26;0.48
2019_euro_t1;2019;euro;1;69005;Ambérieux;ENVIE D'EUROPE;LSOC;Parti Socialiste;Gauche;4;1.05;1.92
2019_euro_t1;2019;euro;1;69005;Ambérieux;ESPERANTO;LDIV;Divers;Divers;0;0.0;0.0
2019_euro_t1;2019;euro;1;69005;Ambérieux;EUROPE AU SERVICE PEUPLES;LFG;Front de Gauche / NUPES;Gauche radicale;0;0.0;0.0
2019_euro_t1;2019;euro;1;69005;Ambérieux;EUROPE ÉCOLOGIE;LECO;Europe Ecologie Les Verts;Ecologie;18;4.74;8.65
2019_euro_t1;2019;euro;1;69005;Ambérieux;INITIATIVE CITOYENNE;LDVG;Divers gauche;Gauche;0;0.0;0.0
2019_euro_t1;2019;euro;1;69005;Ambérieux;LA FRANCE INSOUMISE;LFI;La France Insoumise;Gauche radicale;4;1.05;1.92
2019_euro_t1;2019;euro;1;69005;Ambérieux;LA LIGNE CLAIRE;LEXD;Extreme droite;Extreme droite;0;0.0;0.0
2019_euro_t1;2019;euro;1;69005;Ambérieux;LES EUROPÉENS;LENS;Ensemble (Renaissance / LREM);Centre;3;0.79;1.44
2019_euro_t1;2019;euro;1;69005;Ambérieux;LES OUBLIES DE L'EUROPE;LDIV;Divers;Divers;1;0.26;0.48
2019_euro_t1;2019;euro;1;69005;Ambérieux;LISTE CITOYENNE;LDVG;Divers gauche;Gauche;5;1.32;2.4
2019_euro_t1;2019;euro;1;69005;Ambérieux;LISTE DE LA RECONQUÊTE;LREC;Reconquete;Extreme droite;0;0.0;0.0
2019_euro_t1;2019;euro;1;69005;Ambérieux;LUTTE OUVRIÈRE;LEXG;Lutte Ouvriere;Extreme gauche;1;0.26;0.48
2019_euro_t1;2019;euro;1;69005;Ambérieux;NEUTRE ET ACTIF;LDIV;Divers;Divers;0;0.0;0.0
2019_euro_t1;2019;euro;1;69005;Ambérieux;PACE;LDIV;Divers;Divers;0;0.0;0.0
