id_election;annee;type_election;tour;code_commune;libelle_commune;nom;nuance;parti_politique;famille_politique;voix;ratio_voix_inscrits;ratio_voix_exprimes
2014_euro_t1;2014;euro;1;69001;Affoux;ALFONSI;LDIV;Divers;Divers;0;0.0;0.0
2014_euro_t1;2014;euro;1;69001;Affoux;ARNAUD;LDIV;Divers;Divers;0;0.0;0.0
2014_euro_t1;2014;euro;1;69001;Affoux;COUTELIS;LDVG;Divers gauche;Gauche;4;1.59;3.23
2014_euro_t1;2014;euro;1;69001;Affoux;DAGRAIN;LDIV;Divers;Divers;0;0.0;0.0
2014_euro_t1;2014;euro;1;69001;Affoux;GOMEZ;LEXG;Extreme gauche;Extreme gauche;2;0.8;1.61
2014_euro_t1;2014;euro;1;69001;Affoux;GOULARD;LUC;Union du centre;Centre;12;4.78;9.68
2014_euro_t1;2014;euro;1;69001;Affoux;GUIGON;LDVD;Divers droite;Droite;0;0.0;0.0
2014_euro_t1;2014;euro;1;69001;Affoux;LE PEN;LFN;Rassemblement National;Extreme droite;42;16.73;33.87
2014_euro_t1;2014;euro;1;69001;Affoux;LESCURE;LDVD;Divers droite;Droite;1;0.4;0.81
2014_euro_t1;2014;euro;1;69001;Affoux;MALEGARIE;LDIV;Divers;Divers;0;0.0;0.0
2014_euro_t1;2014;euro;1;69001;Affoux;MAYAUD;LDIV;Divers;Divers;0;0.0;0.0
2014_euro_t1;2014;euro;1;69001;Affoux;MICHEL;LDIV;Divers;Divers;0;0.0;0.0
2014_euro_t1;2014;euro;1;69001;Affoux;MIRA;LDIV;Divers;Divers;10;3.98;8.06
2014_euro_t1;2014;euro;1;69001;Affoux;MURE-RAVAUD;LDVD;Divers droite;Droite;0;0.0;0.0
2014_euro_t1;2014;euro;1;69001;Affoux;MUSELIER;LUMP;Union pour un Mouvement Populaire;Droite;30;11.95;24.19
2014_euro_t1;2014;euro;1;69001;Affoux;PEILLON;LUG;Union de la gauche;Gauche;9;3.59;7.26
2014_euro_t1;2014;euro;1;69001;Affoux;RAMBAUD;LDVD;Divers droite;Droite;4;1.59;3.23
2014_euro_t1;2014;euro;1;69001;Affoux;RICERCHI;LEXG;Extreme gauche;Extreme gauche;0;0.0;0.0
2014_euro_t1;2014;euro;1;69001;Affoux;RIVASI;LVEC;Divers extreme droite;Extreme droite;5;1.99;4.03
2014_euro_t1;2014;euro;1;69001;Affoux;ROMANI;LDIV;Divers;Divers;2;0.8;1.61
2014_euro_t1;2014;euro;1;69001;Affoux;SALVARESI;LDIV;Divers;Divers;0;0.0;0.0
2014_euro_t1;2014;euro;1;69001;Affoux;SANSON;LDIV;Divers;Divers;0;0.0;0.0
2014_euro_t1;2014;euro;1;69001;Affoux;VERGIAT;LFG;Front de Gauche / NUPES;Gauche radicale;3;1.2;2.42
2014_euro_t1;2014;euro;1;69002;Aigueperse;ALFONSI;LDIV;Divers;Divers;0;0.0;0.0
