id_election;annee;type_election;code_commune;libelle_commune;famille_gagnante;euro_centre_ratio;euro_divers_ratio;euro_droite_ratio;euro_extreme_droite_ratio;euro_extreme_gauche_ratio;euro_gauche_ratio;euro_gauche_radicale_ratio;euro_famille_gagnante;euro_taux_participation;euro_droite_souverainiste_ratio;euro_ecologie_ratio;population;nb_logements;nb_residences_principales;nb_logements_vacants;densite;superficie_km2;actifs_2022;chomeurs_2022;actifs_occupes_2022;inactifs_2022;taux_chomage_2022;revenu_median;taux_pauvrete;part_chomeurs;part_foyers_imposes;d1_revenu;d9_revenu;ratio_interdecile;nb_immigres;nb_non_immigres;total_delits;nb_menages;nb_personnes_menages
2017_legi_t1;2017;legi;69213;Saint-Jean-De-Touslas;Centre;10.62;2.05;26.71;35.96;0.34;21.92;2.4;Droite;54.55;;;;;;;;;;;;;;;;;;;;;;;;;
2017_legi_t1;2017;legi;69214;Saint-Jean-La-Bussière;Droite;15.38;1.71;30.48;43.59;0.57;6.27;1.99;Extreme droite;45.04;;;1220.0;527.140625000003;453.000000000003;49.765625;78.81;15.48;565.217133049265;38.3942485301716;526.822884519093;176.310721973862;6.79;21220.0;9.45;2.7;65.0;14235.0;41635.0;3.0;43;1171;81.0;;
2017_legi_t1;2017;legi;69215;Saint-Julien;Centre;10.7;5.02;24.41;40.47;0.33;17.06;2.01;Extreme droite;48.25;;;842.0;395.078388859715;332.310834380296;31.8982653911801;122.21;6.89;430.946256345759;20.5519413846937;410.394314961065;119.657704352009;4.77;25200.0;9.45;2.7;65.0;14235.0;41635.0;3.0;22;832;0.0;;
2017_legi_t1;2017;legi;69216;Saint-Julien-Sur-Bibost;Droite;13.53;6.47;38.82;25.29;0.59;11.76;3.53;Droite;43.16;;;562.0;293.372685185185;243.0;32.9359864672365;42.32;13.28;296.17037444059;17.5760714042311;278.594303036359;70.016021423561;5.93;21720.0;9.45;2.7;65.0;14235.0;41635.0;3.0;10;552;0.0;;
2017_legi_t1;2017;legi;69217;Saint-Just-D'Avray;Droite;16.67;3.74;38.1;27.89;0.68;9.86;3.06;Droite;48.36;;;752.0;453.557734204792;324.999999999999;38.1655773420479;42.97;17.5;349.082351233919;20.0102693981861;329.072081835733;90.8452360531316;5.73;20270.0;9.45;2.7;65.0;14235.0;41635.0;3.0;14;733;0.0;;
2017_legi_t1;2017;legi;69218;Saint-Lager;Droite;9.84;3.49;28.57;47.3;0.95;9.52;0.32;Extreme droite;46.4;;;1030.0;487.492951640255;417.302192564347;50.4187142657928;133.07;7.74;538.230183381815;25.2147437905505;513.015439591264;99.5593377972789;4.68;22480.0;9.45;2.7;65.0;14235.0;41635.0;3.0;31;1009;0.0;;
2017_legi_t1;2017;legi;69219;Saint-Laurent-D'Agny;Centre;9.34;4.93;31.26;33.85;1.3;15.3;4.02;Droite;46.44;;;2134.0;922.048140043764;848.0;46.2800875273523;202.27;10.55;1067.78067301194;63.1650831949352;1004.615589817;260.43958431566;5.92;26470.0;9.45;2.6;71.0;16600.0;45190.0;2.7;50;2089;48.0;;
2017_legi_t1;2017;legi;69220;Saint-Laurent-De-Chamousset;Droite;11.63;3.76;39.71;30.05;0.89;10.38;3.58;Droite;45.43;;;1857.0;889.198246274653;787.141671351106;74.2229635807617;107.65;17.25;892.731215715975;57.6876225217757;835.043593194199;232.759367608802;6.46;21960.0;9.45;2.7;65.0;14235.0;41635.0;3.0;31;1796;30.0;;
2017_legi_t1;2017;legi;69223;Saint-Loup;Droite;9.76;4.88;33.6;39.02;0.81;9.76;2.17;Extreme droite;45.82;;;;;;;;;;;;;;;;;;;;;;;;;
2017_legi_t1;2017;legi;69224;Saint-Mamert;Droite;18.92;0.0;32.43;35.14;0.0;10.81;2.7;Droite;71.43;;;;;;;;;;;;;;;;;;;;;;;;;
2017_legi_t1;2017;legi;69225;Saint-Marcel-L'Eclairé;Centre;11.56;3.52;26.63;41.21;0.5;13.57;3.02;Extreme droite;49.65;;;509.0;235.837096153285;213.772939946869;5.51603905160391;42.85;11.88;259.303965622796;9.72052077748134;249.583444845315;71.8069215583115;3.75;22690.0;9.45;2.7;65.0;14235.0;41635.0;3.0;14;510;0.0;;
2017_legi_t1;2017;legi;69227;Saint-Martin-En-Haut;Centre;11.95;3.96;41.02;28.01;0.53;12.4;2.13;Droite;44.24;;;3886.0;1798.27067709473;1600.2416152652;115.671180975193;100.57;38.64;1852.97217241259;82.2493696299293;1770.72280278267;437.956417434594;4.44;22050.0;10.0;2.2;49.0;12900.0;34840.0;2.7;66;3799;70.0;;
2017_legi_t1;2017;legi;69228;Saint-Maurice-Sur-Dargoire;Centre;12.5;2.62;28.88;38.25;1.25;12.62;3.88;Extreme droite;48.05;;;4174.0;1800.46896551724;1615.46896551724;116.0;119.7;34.87;2133.0;117.0;2016.0;523.0;5.49;23790.0;8.0;3.0;61.0;13900.0;39430.0;2.8;113;4070;86.0;;
2017_legi_t1;2017;legi;69229;Saint-Nizier-D'Azergues;Droite;8.37;1.67;34.31;38.49;1.26;10.04;5.86;Extreme droite;45.57;;;792.0;479.0;328.0;57.0;32.69;24.23;359.0;24.0;335.0;85.0;6.69;21600.0;9.45;2.7;65.0;14235.0;41635.0;3.0;18;772;0.0;;
2017_legi_t1;2017;legi;69230;Sainte-Paule;Droite;11.11;4.27;39.32;27.35;1.71;11.97;4.27;Droite;47.62;;;332.0;161.031411157993;135.259259259259;9.91236611489776;44.27;7.5;162.992737219553;6.87950813139127;156.113229088162;45.9153065202158;4.22;21770.0;9.45;2.7;65.0;14235.0;41635.0;3.0;6;318;0.0;;
2017_legi_t1;2017;legi;69231;Saint-Pierre-La-Palud;Centre;10.17;4.55;26.64;37.75;1.2;14.59;5.09;Extreme droite;41.44;;;2636.0;1139.62717770036;1049.00000000001;74.5156794425087;350.07;7.53;1317.25196313629;100.535729769285;1216.716233367;295.230604846732;7.63;25010.0;9.45;2.8;64.0;15460.0;38440.0;2.5;89;2546;26.0;;
2017_legi_t1;2017;legi;69233;Saint-Romain-Au-Mont-D'Or;Centre;12.94;4.0;32.94;32.24;0.0;14.35;3.53;Droite;51.65;;;1200.0;508.403543307491;467.000000000404;35.3444881889764;458.02;2.62;601.085481657791;48.2161493704224;552.869332287369;163.528187757783;8.02;32770.0;9.45;2.7;65.0;14235.0;41635.0;3.0;69;1142;5.0;;
2017_legi_t1;2017;legi;69234;Saint-Romain-De-Popey;Droite;12.11;3.71;33.98;37.5;0.78;10.16;1.76;Droite;45.84;;;1558.0;736.0;626.0;56.0;91.54;17.02;862.0;50.0;812.0;213.0;5.8;23820.0;9.45;2.7;65.0;14235.0;41635.0;3.0;43;1517;7.0;;
2017_legi_t1;2017;legi;69235;Saint-Romain-En-Gal;Centre;11.19;2.84;31.62;32.15;1.07;16.52;4.62;Droite;45.61;;;1844.0;905.396516241694;814.387137578154;82.0366230206562;137.71;13.39;937.054098513275;77.640276777453;859.413821735822;274.218233440915;8.29;23110.0;9.45;2.7;65.0;14235.0;41635.0;3.0;144;1745;82.0;;
2017_legi_t1;2017;legi;69236;Saint-Romain-En-Gier;Centre;7.59;5.52;16.55;44.14;2.76;20.69;2.76;Extreme droite;39.84;;;581.0;252.318725074008;231.999999974406;14.2231075697211;143.46;4.05;295.989098850128;19.0602692182248;276.928829631904;68.2272030067651;6.44;21930.0;9.45;2.7;65.0;14235.0;41635.0;3.0;46;533;0.0;;
2017_legi_t1;2017;legi;69238;Saint-Symphorien-Sur-Coise;Centre;13.37;3.27;33.16;35.2;1.22;11.12;2.65;Extreme droite;40.8;;;3654.0;1906.45325210119;1646.95096899617;234.096465178657;897.79;4.07;1594.95232305867;117.559119387444;1477.39320367123;454.566241202425;7.37;19710.0;12.0;3.0;41.0;12310.0;31470.0;2.6;143;3539;80.0;;
2017_legi_t1;2017;legi;69239;Saint-Vérand;Droite;12.71;2.88;32.61;37.17;0.48;11.03;3.12;Extreme droite;48.82;;;1176.0;561.0;468.0;46.0;66.89;17.58;587.0;20.0;567.0;126.0;3.41;22770.0;9.45;2.7;65.0;14235.0;41635.0;3.0;29;1163;0.0;;
2017_legi_t1;2017;legi;69240;Saint-Vincent-De-Reins;Droite;10.55;4.52;31.66;36.18;0.0;12.06;5.03;Extreme droite;38.94;;;644.0;455.535780714635;305.644444444444;63.5301027900147;46.43;13.87;260.578955968583;10.8061028064062;249.772853162177;92.7941300356147;4.15;19960.0;9.45;2.7;65.0;14235.0;41635.0;3.0;9;621;0.0;;
2017_legi_t1;2017;legi;69241;Taluyers;Centre;10.23;3.72;32.14;35.19;0.4;14.87;3.45;Extreme droite;44.17;;;2530.0;1022.77253179295;961.819267188143;31.578197325384;312.73;8.09;1312.33810437055;59.1461875825489;1253.19191678801;281.796249613866;4.51;26190.0;9.45;2.2;69.0;16140.0;42910.0;2.7;60;2479;43.0;;
2017_legi_t1;2017;legi;69242;Taponas;Droite;7.02;2.48;27.69;48.76;1.65;11.57;0.83;Extreme droite;41.26;;;972.0;366.064343138576;341.999999975037;16.0428954423592;127.23;7.64;481.003273797786;41.643093655639;439.360180142147;106.828528022886;8.66;22320.0;9.45;2.7;65.0;14235.0;41635.0;3.0;68;908;90.0;;
2017_legi_t1;2017;legi;69243;Tarare;Droite;8.87;2.88;32.97;34.34;1.28;16.46;3.2;Extreme droite;34.56;;;10532.0;5544.51717039433;4893.72867327673;591.907776746851;752.82;13.99;4594.26975753726;686.359400612585;3907.91035692467;1667.94215037769;14.94;18010.0;20.0;3.5;37.0;10440.0;28940.0;2.8;1197;9385;406.0;;
2017_legi_t1;2017;legi;69244;Tassin-La-Demi-Lune;Centre;14.83;2.96;42.59;23.5;0.42;13.36;2.35;Droite;48.0;;;22356.0;11031.146332841;10151.7921451406;646.68676502846;2869.83;7.79;11194.1211325738;1147.54747900982;10046.5736535639;3066.71413291894;10.25;26300.0;8.0;2.9;69.0;13850.0;50250.0;3.6;2063;20234;847.0;;
2017_legi_t1;2017;legi;69245;Ternand;Centre;8.48;3.12;35.27;33.04;0.0;15.18;4.91;Extreme droite;42.55;;;670.0;341.175953072091;280.999999992912;32.0938416422287;62.33;10.75;368.980849757564;20.9966078555709;347.984241901993;94.9682306823384;5.69;24710.0;9.45;2.7;65.0;14235.0;41635.0;3.0;13;671;0.0;;
2017_legi_t1;2017;legi;69246;Theizé;Centre;9.57;3.64;33.94;31.44;0.68;15.72;5.01;Droite;49.03;;;1205.0;554.762498286733;464.086838814311;37.3370362533503;101.35;11.89;645.289369674945;21.8097004189643;623.479669255981;133.709704286375;3.38;25500.0;9.45;2.7;65.0;14235.0;41635.0;3.0;45;1202;0.0;;
2017_legi_t1;2017;legi;69248;Thizy-Les-Bourgs;Droite;19.6;3.03;23.68;36.18;1.22;10.06;6.22;Extreme droite;43.98;;;6036.0;3453.0;2513.0;777.0;135.82;44.44;2455.0;269.0;2186.0;889.0;10.96;19560.0;15.0;3.1;43.0;11080.0;31380.0;2.8;359;5672;130.0;;
2017_legi_t1;2017;legi;69249;Thurins;Centre;11.81;4.32;32.17;34.6;0.21;13.4;3.48;Droite;46.31;;;3032.0;1364.41971900804;1234.34419817471;93.8890977443609;156.61;19.36;1787.56431678421;84.4515439278157;1703.1127728564;326.927578985676;4.72;23860.0;7.0;1.9;62.0;14570.0;39280.0;2.7;71;2979;47.0;;
2017_legi_t1;2017;legi;69250;La Tour-De-Salvagny;Centre;15.94;2.7;40.38;24.9;0.66;13.7;1.71;Droite;52.81;;;4061.0;1878.31088743422;1737.0068205395;102.500359405494;481.73;8.43;2036.93939551861;110.81528162716;1926.12411389145;553.708730620821;5.44;31290.0;9.45;2.3;74.0;17330.0;54600.0;3.2;212;3838;136.0;;
2017_legi_t1;2017;legi;69251;Trades;Droite;9.62;3.85;36.54;44.23;0.0;3.85;1.92;Extreme droite;54.9;;;;;;;;;;;;;;;;;;;;;;;;;
2017_legi_t1;2017;legi;69252;Trèves;Centre;14.83;4.66;23.31;41.53;0.85;9.32;5.51;Extreme droite;43.52;;;731.0;292.00151297862;269.785617367707;15.5511269276394;96.69;7.56;380.356425025592;16.8657203226673;363.490704702924;78.0208025697135;4.43;23460.0;9.45;2.7;65.0;14235.0;41635.0;3.0;32;705;0.0;;
2017_legi_t1;2017;legi;69253;Tupin-Et-Semons;Centre;12.67;2.71;33.48;35.29;1.36;12.67;1.81;Droite;46.03;;;617.0;265.383693045564;241.0;19.8117505995204;74.7;8.26;352.601433778036;12.0261962842967;340.57523749374;71.1643516942406;3.41;25500.0;9.45;2.7;65.0;14235.0;41635.0;3.0;12;605;0.0;;
2017_legi_t1;2017;legi;69254;Valsonne;Droite;3.31;7.44;32.23;41.32;1.24;12.4;2.07;Extreme droite;44.25;;;932.0;455.115612716785;366.306402190469;50.6005966952264;51.07;18.25;513.338427352232;29.4023291641531;483.936098188079;106.993305078738;5.73;19730.0;9.45;2.7;65.0;14235.0;41635.0;3.0;20;932;0.0;;
2017_legi_t1;2017;legi;69255;Vaugneray;Centre;11.0;4.03;36.73;30.97;0.29;13.82;3.17;Droite;48.72;;;5571.0;2398.44467474345;2159.11134141012;166.536111111111;222.66;25.02;2941.28629974138;134.962363944991;2806.32393579639;706.148294722293;4.59;25050.0;6.0;2.7;65.0;15030.0;42230.0;2.8;200;5534;107.0;;
2017_legi_t1;2017;legi;69256;Vaulx-En-Velin;Centre;5.88;3.75;16.08;36.47;2.11;22.48;13.23;Extreme droite;21.04;;;48497.0;18785.039871399;17154.8328683961;1541.45503542249;2314.89;20.95;22257.1602318951;4396.42541320445;17860.7348186907;10589.5277728823;19.75;15520.0;33.0;5.2;32.0;8950.0;26430.0;3.0;14011;35647;3732.0;;
2017_legi_t1;2017;legi;69257;Vaux-En-Beaujolais;Centre;8.56;3.06;22.02;47.09;1.22;14.07;3.98;Extreme droite;44.71;;;1087.0;500.0;425.0;50.0;61.27;17.74;618.0;32.0;586.0;118.0;5.18;22850.0;9.45;2.7;65.0;14235.0;41635.0;3.0;26;1061;0.0;;
2017_legi_t1;2017;legi;69258;Vauxrenard;Droite;11.43;2.86;50.0;22.86;0.71;9.29;2.86;Droite;53.55;;;322.0;200.0;133.0;33.0;16.78;19.19;152.0;5.0;147.0;28.0;3.29;20400.0;9.45;2.7;65.0;14235.0;41635.0;3.0;7;314;0.0;;
2017_legi_t1;2017;legi;69259;Vénissieux;Centre;6.02;3.65;17.86;36.56;2.4;19.13;14.38;Extreme droite;28.15;;;65405.0;27403.8771612225;25548.9298344822;1617.34426052091;4266.47;15.33;27902.8772896911;5506.32065426992;22396.5566354212;13706.1811530776;19.73;15920.0;31.0;4.6;37.0;8980.0;27630.0;3.1;17590;48304;4878.0;;
2017_legi_t1;2017;legi;69260;Vernaison;Centre;14.31;3.04;31.73;29.95;0.37;15.42;5.19;Droite;45.6;;;4872.0;1906.36359801844;1795.99604639602;90.7862118184413;1208.93;4.03;2386.57149895059;199.762168640236;2186.80933031036;728.961747064297;8.37;24970.0;12.0;2.9;64.0;11980.0;45020.0;3.8;422;4576;167.0;;
2017_legi_t1;2017;legi;69261;Vernay;Droite;25.0;12.5;18.75;25.0;0.0;9.38;9.38;Centre;57.63;;;104.0;32.5494374201528;25.1049929757084;0.0;18.6;5.59;44.8664832330063;2.13880279287378;42.7276804401326;11.6657893003452;4.77;23390.0;9.45;2.7;65.0;14235.0;41635.0;3.0;1;100;0.0;;
2017_legi_t1;2017;legi;69263;Villechenève;Droite;10.04;3.35;30.86;41.64;1.49;10.41;2.23;Extreme droite;45.31;;;889.0;445.257927301862;348.35107587769;48.9744302896355;62.83;14.15;463.659280734487;19.6672381851332;443.992042549354;107.302936271321;4.24;20860.0;9.45;2.7;65.0;14235.0;41635.0;3.0;14;869;0.0;;
2017_legi_t1;2017;legi;69264;Villefranche-Sur-Saône;Centre;10.4;3.23;29.34;35.55;1.13;14.19;6.16;Extreme droite;34.6;;;37266.0;19141.275260093;16893.899102496;2005.0893238082;3931.01;9.48;16156.1407086573;2455.76359956309;13700.3771090943;6128.77343731574;15.2;18020.0;23.0;4.1;44.0;9780.0;31750.0;3.2;5681;31176;2833.0;;
2017_legi_t1;2017;legi;69265;Ville-Sur-Jarnioux;Centre;9.4;4.7;32.55;36.58;1.34;10.74;4.7;Droite;50.41;;;814.0;382.953008264575;327.215880893301;14.6676650977036;80.51;10.11;409.553139421047;12.8667207581893;396.686418662858;100.166260462198;3.14;26270.0;9.45;2.7;65.0;14235.0;41635.0;3.0;27;779;0.0;;
2017_legi_t1;2017;legi;69266;Villeurbanne;Centre;9.65;3.6;22.6;32.24;1.23;24.01;6.67;Gauche;36.91;;;149019.0;82777.7687329061;72773.6891112079;7421.36184142328;10263.02;14.52;82457.6138151372;10974.1299741864;71483.4838409508;30583.5387231921;13.31;19790.0;19.0;3.8;52.0;10200.0;35430.0;3.5;27478;120234;10030.0;;
2017_legi_t1;2017;legi;69267;Villié-Morgon;Centre;7.42;2.1;30.0;41.13;1.13;8.71;9.52;Extreme droite;37.69;;;2109.0;967.109821380104;825.999999951533;90.3508928571429;112.54;18.74;1038.32843040066;50.9298437026879;987.398586697969;244.656789964152;4.9;23100.0;9.45;1.8;51.0;12880.0;36630.0;2.8;77;2034;19.0;;
2017_legi_t1;2017;legi;69268;Vourles;Centre;13.72;2.81;39.09;25.79;0.58;16.28;1.74;Droite;48.32;;;3375.0;1411.18142223775;1323.62341698841;73.733057052079;602.68;5.6;1572.80780798219;93.6380773611625;1479.16973062103;429.644937050584;5.95;29860.0;9.45;2.4;74.0;15880.0;55420.0;3.5;142;3269;93.0;;
2017_legi_t1;2017;legi;69269;Yzeron;Centre;11.82;2.59;27.09;40.63;0.58;12.39;4.9;Extreme droite;48.05;;;1038.0;527.298275551614;427.241092845896;53.9634243806121;96.56;10.75;497.794835182626;24.9412796100648;472.853555572561;150.174568420307;5.01;22120.0;9.45;2.7;65.0;14235.0;41635.0;3.0;20;1002;0.0;;
2017_legi_t1;2017;legi;69270;Chaponnay;Centre;10.87;2.84;31.65;37.88;0.48;13.37;2.91;Extreme droite;48.23;;;4212.0;1738.0;1632.0;93.0;222.98;18.89;2140.0;96.0;2044.0;530.0;4.49;28510.0;9.45;2.1;75.0;17720.0;50080.0;2.8;190;4083;94.0;;
2017_legi_t1;2017;legi;69271;Chassieu;Centre;12.36;3.14;30.67;34.11;0.56;16.38;2.79;Extreme droite;45.9;;;10234.0;4132.258698941;3965.0;151.479576399395;884.53;11.57;5344.09727253118;486.674572451973;4857.42270007921;1500.23553718246;9.11;26990.0;6.0;2.3;69.0;14470.0;47140.0;3.3;866;9493;608.0;;
2017_legi_t1;2017;legi;69272;Communay;Centre;11.64;3.0;28.05;32.81;0.61;19.13;4.77;Extreme droite;46.95;;;4175.0;1699.97611669078;1627.84427589476;56.4887909848349;396.11;10.54;2129.61659853809;118.503085285653;2011.11351325243;584.48200668431;5.56;26780.0;5.0;2.2;70.0;15450.0;44200.0;2.9;202;3995;121.0;;
2017_legi_t1;2017;legi;69273;Corbas;Centre;9.32;3.4;24.36;38.15;0.94;18.36;5.47;Extreme droite;42.64;;;11209.0;4201.44138936828;4056.8750609891;128.691691700889;943.52;11.88;4844.6890887973;489.477987328166;4355.21110146913;2234.91103659828;10.1;23380.0;7.0;2.6;63.0;14090.0;35890.0;2.5;1170;9880;634.0;;
2017_legi_t1;2017;legi;69275;Décines-Charpieu;Centre;7.13;3.89;26.89;36.85;1.3;17.3;6.65;Extreme droite;36.14;;;27851.0;12454.8791808098;11771.00372654;606.89389950894;1637.33;17.01;14198.9134146978;1836.4400674582;12362.4733472396;4507.45129822782;12.93;20230.0;16.0;3.6;52.0;10990.0;33690.0;3.1;5079;23523;1397.0;;
2017_legi_t1;2017;legi;69276;Feyzin;Centre;6.85;2.58;20.46;39.18;1.84;20.41;8.69;Extreme droite;35.7;;;9879.0;4011.02890173421;3661.00000000011;307.601156069364;1024.79;9.64;4446.9220720132;599.252382683201;3847.66968933;1613.57000888019;13.48;20680.0;13.0;3.7;53.0;11650.0;32890.0;2.8;1566;8291;483.0;;
2017_legi_t1;2017;legi;69277;Genas;Centre;11.97;2.75;32.93;34.39;0.8;15.01;2.14;Extreme droite;44.59;;;12624.0;5200.19144347483;4914.39537810323;205.703733981582;529.53;23.84;6416.99100550171;383.140198766581;6033.85080673513;1816.71514440137;5.97;28710.0;5.0;2.3;74.0;16570.0;48940.0;3.0;698;12036;421.0;;
2017_legi_t1;2017;legi;69278;Genay;Centre;11.98;2.65;29.0;33.9;0.61;18.04;3.81;Extreme droite;39.98;;;5446.0;2292.55784753364;2156.00000000001;120.005381165919;641.46;8.49;2707.41803790812;238.44095317666;2468.97708473146;746.013208495687;8.81;24500.0;9.0;2.9;62.0;13160.0;41810.0;3.2;458;5012;145.0;;
2017_legi_t1;2017;legi;69279;Jonage;Centre;7.72;3.64;27.98;39.79;1.12;14.94;4.81;Extreme droite;41.7;;;5838.0;2233.94893809298;2148.99999999989;67.7568910980569;482.08;12.11;2975.91626627673;197.531459179173;2778.38480709755;882.061346328752;6.64;25650.0;5.0;2.3;67.0;15570.0;40470.0;2.6;454;5449;206.0;;
2017_legi_t1;2017;legi;69280;Jons;Droite;6.2;2.43;26.68;45.01;1.08;13.75;4.85;Extreme droite;41.06;;;1467.0;517.728323699423;496.000000000001;14.485549132948;197.98;7.41;822.36521444707;57.8499428851812;764.515271561889;149.625313141832;7.03;24370.0;9.45;2.7;65.0;14235.0;41635.0;3.0;101;1386;9.0;;
2017_legi_t1;2017;legi;69281;Marennes;Centre;9.3;3.61;30.93;37.19;0.19;14.04;4.74;Extreme droite;45.85;;;1649.0;671.0;637.0;21.0;132.56;12.44;950.0;52.0;898.0;277.0;5.47;26830.0;9.45;2.7;65.0;14235.0;41635.0;3.0;70;1618;39.0;;
2017_legi_t1;2017;legi;69282;Meyzieu;Centre;9.55;3.23;29.16;34.32;1.16;18.31;4.27;Extreme droite;38.05;;;32996.0;13503.0363352419;12638.9849689103;671.480280511122;1433.99;23.01;17103.8220744991;1885.71861291356;15218.1034615856;5208.89543970529;11.03;22090.0;12.0;3.0;57.0;12110.0;37020.0;3.1;4938;28539;1654.0;;
2017_legi_t1;2017;legi;69283;Mions;Centre;7.34;2.96;28.73;38.09;1.06;17.49;4.34;Extreme droite;41.08;;;13244.0;5117.16086966987;4949.7174559355;159.857631043648;1144.68;11.57;6446.76377011849;631.568418647812;5815.19535147068;1983.20989041126;9.8;23630.0;8.0;2.8;62.0;13620.0;37480.0;2.8;1180;12362;559.0;;
2017_legi_t1;2017;legi;69284;Montanay;Centre;13.45;2.6;34.04;28.29;0.46;16.88;4.27;Droite;48.19;;;3087.0;1172.02938557426;1126.99999999991;41.8878005342832;431.15;7.16;1582.87419962118;92.2636178555348;1490.61058176565;510.671163163309;5.83;30380.0;9.45;2.8;76.0;17310.0;50740.0;2.9;124;3018;56.0;;
2017_legi_t1;2017;legi;69285;Pusignan;Centre;6.13;2.49;27.93;46.83;1.14;11.94;3.53;Extreme droite;36.11;;;4063.0;1547.63850188462;1478.41030928169;56.8026195716356;311.58;13.04;2056.15015920371;134.893056073011;1921.2571031307;507.790524233236;6.56;24090.0;6.0;3.0;64.0;14480.0;39410.0;2.7;335;3779;137.0;;
2017_legi_t1;2017;legi;69286;Rillieux-La-Pape;Droite;8.81;2.6;30.24;32.72;1.41;19.04;5.16;Droite;36.2;;;29885.0;12338.4953703768;11691.5147826439;594.978009465985;2063.88;14.48;13089.2479568688;2040.69762152396;11048.5503353449;5656.64471201479;15.59;18200.0;23.0;3.7;45.0;9980.0;35390.0;3.5;6054;23958;1424.0;;
2017_legi_t1;2017;legi;69287;Saint-Bonnet-De-Mure;Centre;8.7;3.56;30.2;40.09;0.64;13.49;3.31;Extreme droite;40.58;;;6827.0;2622.27342888646;2529.00000000002;75.2205071664829;417.81;16.34;3375.62642874035;267.051503068504;3108.57492567185;974.064064188558;7.91;26440.0;5.0;2.7;72.0;16340.0;42520.0;2.6;352;6448;258.0;;
2017_legi_t1;2017;legi;69288;Saint-Laurent-De-Mure;Centre;6.41;2.88;31.79;44.21;0.98;10.73;3.01;Extreme droite;39.25;;;5380.0;2220.07083876574;2106.99999999999;100.956106040852;288.78;18.63;2756.99154504318;174.263695405317;2582.72784963786;789.695776477245;6.32;25330.0;6.0;2.7;69.0;15240.0;40890.0;2.7;340;5037;254.0;;
2017_legi_t1;2017;legi;69289;Saint-Pierre-De-Chandieu;Centre;6.98;2.39;31.69;39.47;1.0;15.02;3.46;Extreme droite;44.56;;;4521.0;1857.13045822101;1735.99999999999;94.1013477088949;154.41;29.28;2271.49332304415;136.577797972988;2134.91552507117;601.490046363107;6.01;26020.0;9.45;2.8;70.0;15640.0;42540.0;2.7;209;4311;135.0;;
2017_legi_t1;2017;legi;69290;Saint-Priest;Centre;6.9;3.37;26.16;37.0;1.24;19.12;6.22;Extreme droite;33.95;;;45844.0;19863.0029529454;18526.3817326437;1237.03134258467;1543.05;29.71;23115.2834115395;2849.25900958407;20266.0244019554;7745.69667155296;12.33;19640.0;17.0;3.8;50.0;10720.0;33030.0;3.1;8210;37997;2840.0;;
2017_legi_t1;2017;legi;69291;Saint-Symphorien-D'Ozon;Centre;8.91;3.37;24.56;39.2;0.94;17.75;5.26;Extreme droite;41.97;;;5706.0;2515.06186221393;2296.13724051969;198.935851887378;426.78;13.37;3061.68049428353;206.051332482382;2855.62916180115;735.087162446934;6.73;24410.0;6.0;2.8;64.0;14600.0;38660.0;2.6;400;5335;174.0;;
2017_legi_t1;2017;legi;69292;Sathonay-Camp;Centre;9.02;2.78;26.29;41.25;1.16;14.49;5.01;Extreme droite;41.4;;;5926.0;2869.0;2612.0;228.0;3023.47;1.96;3851.0;300.0;3551.0;804.0;7.79;22200.0;9.0;2.8;59.0;13060.0;35640.0;2.7;447;5487;163.0;;
2017_legi_t1;2017;legi;69293;Sathonay-Village;Centre;11.09;3.7;36.95;30.25;0.92;14.78;2.31;Droite;50.42;;;2346.0;880.40107891376;853.453374322942;23.2049678420936;455.53;5.15;1157.47340514848;62.2235380034641;1095.24986714502;304.140283169756;5.38;30860.0;9.45;2.1;79.0;17720.0;52850.0;3.0;78;2282;45.0;;
2017_legi_t1;2017;legi;69294;Sérézin-Du-Rhône;Centre;11.17;4.06;24.49;35.41;0.89;18.4;5.58;Extreme droite;43.4;;;2626.0;1148.85259773579;1092.95227524972;51.4282966871885;661.46;3.97;1534.2623882875;81.1075952873697;1453.15479300013;325.268999041469;5.29;25280.0;9.45;2.5;67.0;15330.0;40160.0;2.6;168;2496;74.0;;
2017_legi_t1;2017;legi;69295;Simandres;Centre;8.33;3.15;28.33;39.26;0.56;15.19;5.19;Extreme droite;47.09;;;1769.0;709.613050786046;678.507174392936;28.5837783071826;169.28;10.45;947.278896593116;48.6962252836148;898.582671309501;258.257732362164;5.14;26150.0;9.45;2.7;65.0;14235.0;41635.0;3.0;93;1719;21.0;;
2017_legi_t1;2017;legi;69296;Solaize;Centre;11.56;2.09;31.72;32.82;0.66;15.97;5.18;Extreme droite;46.2;;;2916.0;1198.0;1118.0;72.0;360.0;8.1;1511.0;72.0;1439.0;393.0;4.77;26910.0;9.45;2.4;71.0;15280.0;45020.0;2.9;166;2756;177.0;;
2017_legi_t1;2017;legi;69297;Ternay;Centre;9.75;3.32;28.71;35.61;0.99;17.18;4.44;Extreme droite;43.69;;;5437.0;2167.38141019516;2047.99999993875;97.3108974358974;674.57;8.06;2627.11678500192;221.290102354665;2405.82668264725;734.170266439931;8.42;25430.0;8.0;2.4;66.0;14230.0;41570.0;2.9;351;5163;207.0;;
