id_election;id_brut_miom;code_departement;libelle_departement;code_commune;libelle_commune;code_circonscription;libelle_circonscription;code_bv;inscrits;abstentions;votants;nuls;exprimes;ratio_abstentions_inscrits;ratio_votants_inscrits;ratio_nuls_inscrits;ratio_nuls_votants;ratio_exprimes_inscrits;ratio_exprimes_votants;annee;type_election;tour;taux_participation
2022_pres_t1;69043_0002;69;Rhône;69043;Chaponost;10;10ème circonscription;0002;947;144;803;2;793;15.21;84.79;0.21;0.25;83.74;98.75;2022;pres;1;84.79
2022_pres_t1;69043_0003;69;Rhône;69043;Chaponost;10;10ème circonscription;0003;816;115;701;2;693;14.09;85.91;0.25;0.29;84.93;98.86;2022;pres;1;85.91
2022_pres_t1;69043_0004;69;Rhône;69043;Chaponost;10;10ème circonscription;0004;1036;181;855;2;837;17.47;82.53;0.19;0.23;80.79;97.89;2022;pres;1;82.53
2022_pres_t1;69043_0005;69;Rhône;69043;Chaponost;10;10ème circonscription;0005;1157;199;958;6;946;17.2;82.8;0.52;0.63;81.76;98.75;2022;pres;1;82.8
2022_pres_t1;69043_0006;69;Rhône;69043;Chaponost;10;10ème circonscription;0006;832;134;698;1;692;16.11;83.89;0.12;0.14;83.17;99.14;2022;pres;1;83.89
2022_pres_t1;69043_0007;69;Rhône;69043;Chaponost;10;10ème circonscription;0007;972;167;805;1;794;17.18;82.82;0.1;0.12;81.69;98.63;2022;pres;1;82.82
2022_pres_t1;69044_0001;69;Rhône;69044;Charbonnières-Les-Bains;10;10ème circonscription;0001;883;131;752;2;739;14.84;85.16;0.23;0.27;83.69;98.27;2022;pres;1;85.16
2022_pres_t1;69044_0002;69;Rhône;69044;Charbonnières-Les-Bains;10;10ème circonscription;0002;1080;133;947;6;938;12.31;87.69;0.56;0.63;86.85;99.05;2022;pres;1;87.69
2022_pres_t1;69044_0003;69;Rhône;69044;Charbonnières-Les-Bains;10;10ème circonscription;0003;1072;168;904;2;888;15.67;84.33;0.19;0.22;82.84;98.23;2022;pres;1;84.33
2022_pres_t1;69044_0004;69;Rhône;69044;Charbonnières-Les-Bains;10;10ème circonscription;0004;1255;169;1086;2;1073;13.47;86.53;0.16;0.18;85.5;98.8;2022;pres;1;86.53
2022_pres_t1;69045_0001;69;Rhône;69045;Charentay;09;9ème circonscription;0001;897;151;746;5;727;16.83;83.17;0.56;0.67;81.05;97.45;2022;pres;1;83.17
2022_pres_t1;69046_0001;69;Rhône;69046;Charly;12;12ème circonscription;0001;784;114;670;2;657;14.54;85.46;0.26;0.3;83.8;98.06;2022;pres;1;85.46
2022_pres_t1;69046_0002;69;Rhône;69046;Charly;12;12ème circonscription;0002;1105;168;937;2;925;15.2;84.8;0.18;0.21;83.71;98.72;2022;pres;1;84.8
2022_pres_t1;69046_0003;69;Rhône;69046;Charly;12;12ème circonscription;0003;916;101;815;1;808;11.03;88.97;0.11;0.12;88.21;99.14;2022;pres;1;88.97
2022_pres_t1;69046_0004;69;Rhône;69046;Charly;12;12ème circonscription;0004;1005;141;864;5;840;14.03;85.97;0.5;0.58;83.58;97.22;2022;pres;1;85.97
2022_pres_t1;69047_0001;69;Rhône;69047;Charnay;09;9ème circonscription;0001;709;113;596;3;586;15.94;84.06;0.42;0.5;82.65;98.32;2022;pres;1;84.06
2022_pres_t1;69049_0001;69;Rhône;69049;Chasselay;05;5ème circonscription;0001;1127;195;932;4;905;17.3;82.7;0.35;0.43;80.3;97.1;2022;pres;1;82.7
2022_pres_t1;69049_0002;69;Rhône;69049;Chasselay;05;5ème circonscription;0002;1183;242;941;2;927;20.46;79.54;0.17;0.21;78.36;98.51;2022;pres;1;79.54
2022_pres_t1;69050_0001;69;Rhône;69050;Châtillon;08;8ème circonscription;0001;855;193;662;4;643;22.57;77.43;0.47;0.6;75.2;97.13;2022;pres;1;77.43
2022_pres_t1;69050_0002;69;Rhône;69050;Châtillon;08;8ème circonscription;0002;896;147;749;1;739;16.41;83.59;0.11;0.13;82.48;98.66;2022;pres;1;83.59
2022_pres_t1;69051_0001;69;Rhône;69051;Chaussan;11;11ème circonscription;0001;877;117;760;6;734;13.34;86.66;0.68;0.79;83.69;96.58;2022;pres;1;86.66
2022_pres_t1;69052_0001;69;Rhône;69052;Chazay-D'Azergues;09;9ème circonscription;0001;952;203;749;0;735;21.32;78.68;0.0;0.0;77.21;98.13;2022;pres;1;78.68
2022_pres_t1;69052_0002;69;Rhône;69052;Chazay-D'Azergues;09;9ème circonscription;0002;788;120;668;0;641;15.23;84.77;0.0;0.0;81.35;95.96;2022;pres;1;84.77
2022_pres_t1;69052_0003;69;Rhône;69052;Chazay-D'Azergues;09;9ème circonscription;0003;872;156;716;0;702;17.89;82.11;0.0;0.0;80.5;98.04;2022;pres;1;82.11
2022_pres_t1;69052_0004;69;Rhône;69052;Chazay-D'Azergues;09;9ème circonscription;0004;836;125;711;0;693;14.95;85.05;0.0;0.0;82.89;97.47;2022;pres;1;85.05
2022_pres_t1;69053_0001;69;Rhône;69053;Chénas;09;9ème circonscription;0001;453;96;357;1;350;21.19;78.81;0.22;0.28;77.26;98.04;2022;pres;1;78.81
2022_pres_t1;69054_0001;69;Rhône;69054;Chénelette;08;8ème circonscription;0001;288;46;242;2;237;15.97;84.03;0.69;0.83;82.29;97.93;2022;pres;1;84.03
2022_pres_t1;69055_0001;69;Rhône;69055;Les Chères;05;5ème circonscription;0001;1086;176;910;5;898;16.21;83.79;0.46;0.55;82.69;98.68;2022;pres;1;83.79
2022_pres_t1;69056_0001;69;Rhône;69056;Chessy-Les-Mines;08;8ème circonscription;0001;1445;221;1224;4;1199;15.29;84.71;0.28;0.33;82.98;97.96;2022;pres;1;84.71
2022_pres_t1;69057_0001;69;Rhône;69057;Chevinay;08;8ème circonscription;0001;449;80;369;0;361;17.82;82.18;0.0;0.0;80.4;97.83;2022;pres;1;82.18
2022_pres_t1;69058_0001;69;Rhône;69058;Chiroubles;09;9ème circonscription;0001;342;61;281;1;274;17.84;82.16;0.29;0.36;80.12;97.51;2022;pres;1;82.16
2022_pres_t1;69059_0001;69;Rhône;69059;Civrieux-D'Azergues;05;5ème circonscription;0001;1179;187;992;3;976;15.86;84.14;0.25;0.3;82.78;98.39;2022;pres;1;84.14
2022_pres_t1;69060_0001;69;Rhône;69060;Claveisolles;08;8ème circonscription;0001;451;71;380;3;372;15.74;84.26;0.67;0.79;82.48;97.89;2022;pres;1;84.26
2022_pres_t1;69061_0001;69;Rhône;69061;Cogny;09;9ème circonscription;0001;931;143;788;4;767;15.36;84.64;0.43;0.51;82.38;97.34;2022;pres;1;84.64
2022_pres_t1;69062_0001;69;Rhône;69062;Coise;10;10ème circonscription;0001;642;93;549;2;536;14.49;85.51;0.31;0.36;83.49;97.63;2022;pres;1;85.51
2022_pres_t1;69063_0001;69;Rhône;69063;Collonges-Au-Mont-D'Or;05;5ème circonscription;0001;942;189;753;6;735;20.06;79.94;0.64;0.8;78.03;97.61;2022;pres;1;79.94
2022_pres_t1;69063_0002;69;Rhône;69063;Collonges-Au-Mont-D'Or;05;5ème circonscription;0002;918;185;733;2;720;20.15;79.85;0.22;0.27;78.43;98.23;2022;pres;1;79.85
2022_pres_t1;69063_0003;69;Rhône;69063;Collonges-Au-Mont-D'Or;05;5ème circonscription;0003;754;97;657;1;654;12.86;87.14;0.13;0.15;86.74;99.54;2022;pres;1;87.14
2022_pres_t1;69063_0004;69;Rhône;69063;Collonges-Au-Mont-D'Or;05;5ème circonscription;0004;802;137;665;4;654;17.08;82.92;0.5;0.6;81.55;98.35;2022;pres;1;82.92
2022_pres_t1;69064_0001;69;Rhône;69064;Condrieu;11;11ème circonscription;0001;1128;263;865;8;843;23.32;76.68;0.71;0.92;74.73;97.46;2022;pres;1;76.68
2022_pres_t1;69064_0002;69;Rhône;69064;Condrieu;11;11ème circonscription;0002;1062;238;824;10;795;22.41;77.59;0.94;1.21;74.86;96.48;2022;pres;1;77.59
2022_pres_t1;69064_0003;69;Rhône;69064;Condrieu;11;11ème circonscription;0003;560;73;487;2;478;13.04;86.96;0.36;0.41;85.36;98.15;2022;pres;1;86.96
2022_pres_t1;69065_0001;69;Rhône;69065;Corcelles-En-Beaujolais;09;9ème circonscription;0001;700;150;550;1;542;21.43;78.57;0.14;0.18;77.43;98.55;2022;pres;1;78.57
2022_pres_t1;69066_0001;69;Rhône;69066;Cours;08;8ème circonscription;0001;746;209;537;6;519;28.02;71.98;0.8;1.12;69.57;96.65;2022;pres;1;71.98
2022_pres_t1;69066_0002;69;Rhône;69066;Cours;08;8ème circonscription;0002;750;206;544;2;533;27.47;72.53;0.27;0.37;71.07;97.98;2022;pres;1;72.53
2022_pres_t1;69066_0003;69;Rhône;69066;Cours;08;8ème circonscription;0003;732;141;591;4;574;19.26;80.74;0.55;0.68;78.42;97.12;2022;pres;1;80.74
2022_pres_t1;69066_0004;69;Rhône;69066;Cours;08;8ème circonscription;0004;354;89;265;1;257;25.14;74.86;0.28;0.38;72.6;96.98;2022;pres;1;74.86
2022_pres_t1;69066_0005;69;Rhône;69066;Cours;08;8ème circonscription;0005;310;73;237;2;227;23.55;76.45;0.65;0.84;73.23;95.78;2022;pres;1;76.45
2022_pres_t1;69066_0006;69;Rhône;69066;Cours;08;8ème circonscription;0006;245;33;212;0;207;13.47;86.53;0.0;0.0;84.49;97.64;2022;pres;1;86.53
2022_pres_t1;69067_0001;69;Rhône;69067;Courzieu;10;10ème circonscription;0001;925;223;702;5;687;24.11;75.89;0.54;0.71;74.27;97.86;2022;pres;1;75.89
2022_pres_t1;69068_0001;69;Rhône;69068;Couzon-Au-Mont-D'Or;05;5ème circonscription;0001;963;188;775;5;764;19.52;80.48;0.52;0.65;79.34;98.58;2022;pres;1;80.48
2022_pres_t1;69068_0002;69;Rhône;69068;Couzon-Au-Mont-D'Or;05;5ème circonscription;0002;879;169;710;5;696;19.23;80.77;0.57;0.7;79.18;98.03;2022;pres;1;80.77
2022_pres_t1;69069_0001;69;Rhône;69069;Craponne;10;10ème circonscription;0001;960;245;715;5;702;25.52;74.48;0.52;0.7;73.12;98.18;2022;pres;1;74.48
2022_pres_t1;69069_0002;69;Rhône;69069;Craponne;10;10ème circonscription;0002;930;234;696;2;684;25.16;74.84;0.22;0.29;73.55;98.28;2022;pres;1;74.84
2022_pres_t1;69069_0003;69;Rhône;69069;Craponne;10;10ème circonscription;0003;1021;212;809;3;799;20.76;79.24;0.29;0.37;78.26;98.76;2022;pres;1;79.24
2022_pres_t1;69069_0004;69;Rhône;69069;Craponne;10;10ème circonscription;0004;925;139;786;3;766;15.03;84.97;0.32;0.38;82.81;97.46;2022;pres;1;84.97
2022_pres_t1;69069_0005;69;Rhône;69069;Craponne;10;10ème circonscription;0005;956;161;795;1;778;16.84;83.16;0.1;0.13;81.38;97.86;2022;pres;1;83.16
2022_pres_t1;69069_0006;69;Rhône;69069;Craponne;10;10ème circonscription;0006;980;175;805;2;788;17.86;82.14;0.2;0.25;80.41;97.89;2022;pres;1;82.14
2022_pres_t1;69069_0007;69;Rhône;69069;Craponne;10;10ème circonscription;0007;991;210;781;4;765;21.19;78.81;0.4;0.51;77.19;97.95;2022;pres;1;78.81
2022_pres_t1;69069_0008;69;Rhône;69069;Craponne;10;10ème circonscription;0008;970;161;809;3;795;16.6;83.4;0.31;0.37;81.96;98.27;2022;pres;1;83.4
2022_pres_t1;69069_0009;69;Rhône;69069;Craponne;10;10ème circonscription;0009;855;184;671;3;655;21.52;78.48;0.35;0.45;76.61;97.62;2022;pres;1;78.48
2022_pres_t1;69070_0001;69;Rhône;69070;Cublize;08;8ème circonscription;0001;917;177;740;1;725;19.3;80.7;0.11;0.14;79.06;97.97;2022;pres;1;80.7
2022_pres_t1;69071_0001;69;Rhône;69071;Curis-Au-Mont-D'Or;05;5ème circonscription;0001;885;119;766;3;751;13.45;86.55;0.34;0.39;84.86;98.04;2022;pres;1;86.55
2022_pres_t1;69072_0001;69;Rhône;69072;Dardilly;08;8ème circonscription;0001;1285;244;1041;3;1029;18.99;81.01;0.23;0.29;80.08;98.85;2022;pres;1;81.01
2022_pres_t1;69072_0002;69;Rhône;69072;Dardilly;08;8ème circonscription;0002;1051;170;881;4;868;16.18;83.82;0.38;0.45;82.59;98.52;2022;pres;1;83.82
2022_pres_t1;69072_0003;69;Rhône;69072;Dardilly;08;8ème circonscription;0003;1102;187;915;1;900;16.97;83.03;0.09;0.11;81.67;98.36;2022;pres;1;83.03
2022_pres_t1;69072_0004;69;Rhône;69072;Dardilly;08;8ème circonscription;0004;1302;249;1053;2;1037;19.12;80.88;0.15;0.19;79.65;98.48;2022;pres;1;80.88
2022_pres_t1;69072_0005;69;Rhône;69072;Dardilly;08;8ème circonscription;0005;945;162;783;3;777;17.14;82.86;0.32;0.38;82.22;99.23;2022;pres;1;82.86
2022_pres_t1;69072_0006;69;Rhône;69072;Dardilly;08;8ème circonscription;0006;1070;253;817;6;804;23.64;76.36;0.56;0.73;75.14;98.41;2022;pres;1;76.36
2022_pres_t1;69074_0001;69;Rhône;69074;Denicé;09;9ème circonscription;0001;1151;158;993;4;974;13.73;86.27;0.35;0.4;84.62;98.09;2022;pres;1;86.27
2022_pres_t1;69075_0001;69;Rhône;69075;Dième;08;8ème circonscription;0001;128;14;114;1;108;10.94;89.06;0.78;0.88;84.38;94.74;2022;pres;1;89.06
2022_pres_t1;69076_0001;69;Rhône;69076;Dommartin;08;8ème circonscription;0001;777;132;645;1;635;16.99;83.01;0.13;0.16;81.72;98.45;2022;pres;1;83.01
2022_pres_t1;69076_0002;69;Rhône;69076;Dommartin;08;8ème circonscription;0002;784;87;697;3;684;11.1;88.9;0.38;0.43;87.24;98.13;2022;pres;1;88.9
2022_pres_t1;69076_0003;69;Rhône;69076;Dommartin;08;8ème circonscription;0003;728;87;641;0;628;11.95;88.05;0.0;0.0;86.26;97.97;2022;pres;1;88.05
2022_pres_t1;69077_0001;69;Rhône;69077;Dracé;09;9ème circonscription;0001;830;157;673;4;657;18.92;81.08;0.48;0.59;79.16;97.62;2022;pres;1;81.08
2022_pres_t1;69078_0001;69;Rhône;69078;Duerne;10;10ème circonscription;0001;583;74;509;3;498;12.69;87.31;0.51;0.59;85.42;97.84;2022;pres;1;87.31
2022_pres_t1;69080_0001;69;Rhône;69080;Echalas;11;11ème circonscription;0001;1346;224;1122;5;1092;16.64;83.36;0.37;0.45;81.13;97.33;2022;pres;1;83.36
2022_pres_t1;69081_0001;69;Rhône;69081;Ecully;08;8ème circonscription;0001;1075;180;895;1;881;16.74;83.26;0.09;0.11;81.95;98.44;2022;pres;1;83.26
2022_pres_t1;69081_0002;69;Rhône;69081;Ecully;08;8ème circonscription;0002;1055;179;876;5;860;16.97;83.03;0.47;0.57;81.52;98.17;2022;pres;1;83.03
2022_pres_t1;69081_0003;69;Rhône;69081;Ecully;08;8ème circonscription;0003;985;176;809;0;804;17.87;82.13;0.0;0.0;81.62;99.38;2022;pres;1;82.13
2022_pres_t1;69081_0004;69;Rhône;69081;Ecully;08;8ème circonscription;0004;1195;189;1006;1;996;15.82;84.18;0.08;0.1;83.35;99.01;2022;pres;1;84.18
2022_pres_t1;69081_0005;69;Rhône;69081;Ecully;08;8ème circonscription;0005;1103;192;911;3;897;17.41;82.59;0.27;0.33;81.32;98.46;2022;pres;1;82.59
2022_pres_t1;69081_0006;69;Rhône;69081;Ecully;08;8ème circonscription;0006;1241;196;1045;2;1034;15.79;84.21;0.16;0.19;83.32;98.95;2022;pres;1;84.21
2022_pres_t1;69081_0007;69;Rhône;69081;Ecully;08;8ème circonscription;0007;961;166;795;3;785;17.27;82.73;0.31;0.38;81.69;98.74;2022;pres;1;82.73
2022_pres_t1;69081_0008;69;Rhône;69081;Ecully;08;8ème circonscription;0008;954;196;758;1;747;20.55;79.45;0.1;0.13;78.3;98.55;2022;pres;1;79.45
2022_pres_t1;69081_0009;69;Rhône;69081;Ecully;08;8ème circonscription;0009;1192;293;899;5;881;24.58;75.42;0.42;0.56;73.91;98.0;2022;pres;1;75.42
2022_pres_t1;69081_0010;69;Rhône;69081;Ecully;08;8ème circonscription;0010;1409;298;1111;4;1098;21.15;78.85;0.28;0.36;77.93;98.83;2022;pres;1;78.85
2022_pres_t1;69081_0011;69;Rhône;69081;Ecully;08;8ème circonscription;0011;767;266;501;3;492;34.68;65.32;0.39;0.6;64.15;98.2;2022;pres;1;65.32
2022_pres_t1;69082_0001;69;Rhône;69082;Emeringes;09;9ème circonscription;0001;195;27;168;1;166;13.85;86.15;0.51;0.6;85.13;98.81;2022;pres;1;86.15
2022_pres_t1;69083_0001;69;Rhône;69083;Eveux;08;8ème circonscription;0001;875;111;764;2;754;12.69;87.31;0.23;0.26;86.17;98.69;2022;pres;1;87.31
2022_pres_t1;69084_0001;69;Rhône;69084;Fleurie;09;9ème circonscription;0001;975;178;797;7;774;18.26;81.74;0.72;0.88;79.38;97.11;2022;pres;1;81.74
2022_pres_t1;69085_0001;69;Rhône;69085;Fleurieu-Sur-Saône;05;5ème circonscription;0001;1091;186;905;6;877;17.05;82.95;0.55;0.66;80.38;96.91;2022;pres;1;82.95
2022_pres_t1;69086_0001;69;Rhône;69086;Fleurieux-Sur-L'Arbresle;08;8ème circonscription;0001;1002;155;847;4;832;15.47;84.53;0.4;0.47;83.03;98.23;2022;pres;1;84.53
2022_pres_t1;69086_0002;69;Rhône;69086;Fleurieux-Sur-L'Arbresle;08;8ème circonscription;0002;907;146;761;0;752;16.1;83.9;0.0;0.0;82.91;98.82;2022;pres;1;83.9
2022_pres_t1;69087_0001;69;Rhône;69087;Fontaines-Saint-Martin;05;5ème circonscription;0001;1198;190;1008;4;1001;15.86;84.14;0.33;0.4;83.56;99.31;2022;pres;1;84.14
2022_pres_t1;69087_0002;69;Rhône;69087;Fontaines-Saint-Martin;05;5ème circonscription;0002;1146;205;941;17;921;17.89;82.11;1.48;1.81;80.37;97.87;2022;pres;1;82.11
2022_pres_t1;69088_0001;69;Rhône;69088;Fontaines-Sur-Saône;05;5ème circonscription;0001;724;158;566;4;550;21.82;78.18;0.55;0.71;75.97;97.17;2022;pres;1;78.18
2022_pres_t1;69088_0002;69;Rhône;69088;Fontaines-Sur-Saône;05;5ème circonscription;0002;849;193;656;0;644;22.73;77.27;0.0;0.0;75.85;98.17;2022;pres;1;77.27
2022_pres_t1;69088_0003;69;Rhône;69088;Fontaines-Sur-Saône;05;5ème circonscription;0003;908;221;687;3;672;24.34;75.66;0.33;0.44;74.01;97.82;2022;pres;1;75.66
2022_pres_t1;69088_0004;69;Rhône;69088;Fontaines-Sur-Saône;05;5ème circonscription;0004;692;155;537;1;530;22.4;77.6;0.14;0.19;76.59;98.7;2022;pres;1;77.6
2022_pres_t1;69088_0005;69;Rhône;69088;Fontaines-Sur-Saône;05;5ème circonscription;0005;953;215;738;4;720;22.56;77.44;0.42;0.54;75.55;97.56;2022;pres;1;77.44
2022_pres_t1;69088_0006;69;Rhône;69088;Fontaines-Sur-Saône;05;5ème circonscription;0006;867;213;654;2;642;24.57;75.43;0.23;0.31;74.05;98.17;2022;pres;1;75.43
2022_pres_t1;69089_0001;69;Rhône;69089;Francheville;12;12ème circonscription;0001;903;131;772;2;762;14.51;85.49;0.22;0.26;84.39;98.7;2022;pres;1;85.49
2022_pres_t1;69089_0002;69;Rhône;69089;Francheville;12;12ème circonscription;0002;836;152;684;1;674;18.18;81.82;0.12;0.15;80.62;98.54;2022;pres;1;81.82
2022_pres_t1;69089_0003;69;Rhône;69089;Francheville;12;12ème circonscription;0003;756;117;639;4;625;15.48;84.52;0.53;0.63;82.67;97.81;2022;pres;1;84.52
2022_pres_t1;69089_0004;69;Rhône;69089;Francheville;12;12ème circonscription;0004;797;118;679;3;668;14.81;85.19;0.38;0.44;83.81;98.38;2022;pres;1;85.19
2022_pres_t1;69089_0005;69;Rhône;69089;Francheville;12;12ème circonscription;0005;728;95;633;3;624;13.05;86.95;0.41;0.47;85.71;98.58;2022;pres;1;86.95
2022_pres_t1;69089_0006;69;Rhône;69089;Francheville;12;12ème circonscription;0006;865;181;684;5;665;20.92;79.08;0.58;0.73;76.88;97.22;2022;pres;1;79.08
2022_pres_t1;69089_0007;69;Rhône;69089;Francheville;12;12ème circonscription;0007;750;160;590;3;573;21.33;78.67;0.4;0.51;76.4;97.12;2022;pres;1;78.67
2022_pres_t1;69089_0008;69;Rhône;69089;Francheville;12;12ème circonscription;0008;749;134;615;6;600;17.89;82.11;0.8;0.98;80.11;97.56;2022;pres;1;82.11
2022_pres_t1;69089_0009;69;Rhône;69089;Francheville;12;12ème circonscription;0009;837;147;690;1;678;17.56;82.44;0.12;0.14;81.0;98.26;2022;pres;1;82.44
2022_pres_t1;69089_0010;69;Rhône;69089;Francheville;12;12ème circonscription;0010;914;182;732;1;719;19.91;80.09;0.11;0.14;78.67;98.22;2022;pres;1;80.09
2022_pres_t1;69089_0011;69;Rhône;69089;Francheville;12;12ème circonscription;0011;947;160;787;4;773;16.9;83.1;0.42;0.51;81.63;98.22;2022;pres;1;83.1
2022_pres_t1;69089_0012;69;Rhône;69089;Francheville;12;12ème circonscription;0012;926;168;758;0;745;18.14;81.86;0.0;0.0;80.45;98.28;2022;pres;1;81.86
2022_pres_t1;69090_0001;69;Rhône;69090;Frontenas;08;8ème circonscription;0001;696;140;556;1;540;20.11;79.89;0.14;0.18;77.59;97.12;2022;pres;1;79.89
2022_pres_t1;69091_0001;69;Rhône;69091;Givors;11;11ème circonscription;0001;984;337;647;5;635;34.25;65.75;0.51;0.77;64.53;98.15;2022;pres;1;65.75
2022_pres_t1;69091_0002;69;Rhône;69091;Givors;11;11ème circonscription;0002;730;342;388;2;383;46.85;53.15;0.27;0.52;52.47;98.71;2022;pres;1;53.15
2022_pres_t1;69091_0003;69;Rhône;69091;Givors;11;11ème circonscription;0003;869;254;615;2;605;29.23;70.77;0.23;0.33;69.62;98.37;2022;pres;1;70.77
2022_pres_t1;69091_0004;69;Rhône;69091;Givors;11;11ème circonscription;0004;838;325;513;2;501;38.78;61.22;0.24;0.39;59.79;97.66;2022;pres;1;61.22
2022_pres_t1;69091_0005;69;Rhône;69091;Givors;11;11ème circonscription;0005;947;289;658;4;647;30.52;69.48;0.42;0.61;68.32;98.33;2022;pres;1;69.48
2022_pres_t1;69091_0006;69;Rhône;69091;Givors;11;11ème circonscription;0006;955;353;602;3;587;36.96;63.04;0.31;0.5;61.47;97.51;2022;pres;1;63.04
2022_pres_t1;69091_0007;69;Rhône;69091;Givors;11;11ème circonscription;0007;973;360;613;0;611;37.0;63.0;0.0;0.0;62.8;99.67;2022;pres;1;63.0
2022_pres_t1;69091_0008;69;Rhône;69091;Givors;11;11ème circonscription;0008;723;233;490;0;487;32.23;67.77;0.0;0.0;67.36;99.39;2022;pres;1;67.77
2022_pres_t1;69091_0009;69;Rhône;69091;Givors;11;11ème circonscription;0009;1019;436;583;5;575;42.79;57.21;0.49;0.86;56.43;98.63;2022;pres;1;57.21
2022_pres_t1;69091_0010;69;Rhône;69091;Givors;11;11ème circonscription;0010;876;344;532;3;528;39.27;60.73;0.34;0.56;60.27;99.25;2022;pres;1;60.73
2022_pres_t1;69091_0011;69;Rhône;69091;Givors;11;11ème circonscription;0011;706;167;539;2;527;23.65;76.35;0.28;0.37;74.65;97.77;2022;pres;1;76.35
2022_pres_t1;69091_0012;69;Rhône;69091;Givors;11;11ème circonscription;0012;566;156;410;5;402;27.56;72.44;0.88;1.22;71.02;98.05;2022;pres;1;72.44
2022_pres_t1;69091_0013;69;Rhône;69091;Givors;11;11ème circonscription;0013;345;76;269;1;267;22.03;77.97;0.29;0.37;77.39;99.26;2022;pres;1;77.97
2022_pres_t1;69091_0014;69;Rhône;69091;Givors;11;11ème circonscription;0014;700;174;526;3;516;24.86;75.14;0.43;0.57;73.71;98.1;2022;pres;1;75.14
2022_pres_t1;69092_0001;69;Rhône;69092;Gleizé;09;9ème circonscription;0001;894;156;738;3;728;17.45;82.55;0.34;0.41;81.43;98.64;2022;pres;1;82.55
2022_pres_t1;69092_0002;69;Rhône;69092;Gleizé;09;9ème circonscription;0002;731;385;346;1;341;52.67;47.33;0.14;0.29;46.65;98.55;2022;pres;1;47.33
2022_pres_t1;69092_0003;69;Rhône;69092;Gleizé;09;9ème circonscription;0003;820;209;611;1;603;25.49;74.51;0.12;0.16;73.54;98.69;2022;pres;1;74.51
2022_pres_t1;69092_0004;69;Rhône;69092;Gleizé;09;9ème circonscription;0004;1011;274;737;3;717;27.1;72.9;0.3;0.41;70.92;97.29;2022;pres;1;72.9
2022_pres_t1;69092_0005;69;Rhône;69092;Gleizé;09;9ème circonscription;0005;827;185;642;5;624;22.37;77.63;0.6;0.78;75.45;97.2;2022;pres;1;77.63
2022_pres_t1;69092_0006;69;Rhône;69092;Gleizé;09;9ème circonscription;0006;700;153;547;2;538;21.86;78.14;0.29;0.37;76.86;98.35;2022;pres;1;78.14
2022_pres_t1;69092_0007;69;Rhône;69092;Gleizé;09;9ème circonscription;0007;740;211;529;5;505;28.51;71.49;0.68;0.95;68.24;95.46;2022;pres;1;71.49
2022_pres_t1;69093_0001;69;Rhône;69093;Grandris;08;8ème circonscription;0001;819;191;628;3;614;23.32;76.68;0.37;0.48;74.97;97.77;2022;pres;1;76.68
2022_pres_t1;69094_0001;69;Rhône;69094;Grézieu-La-Varenne;10;10ème circonscription;0001;774;170;604;6;592;21.96;78.04;0.78;0.99;76.49;98.01;2022;pres;1;78.04
2022_pres_t1;69094_0002;69;Rhône;69094;Grézieu-La-Varenne;10;10ème circonscription;0002;893;159;734;3;724;17.81;82.19;0.34;0.41;81.08;98.64;2022;pres;1;82.19
2022_pres_t1;69094_0003;69;Rhône;69094;Grézieu-La-Varenne;10;10ème circonscription;0003;857;165;692;2;677;19.25;80.75;0.23;0.29;79.0;97.83;2022;pres;1;80.75
2022_pres_t1;69094_0004;69;Rhône;69094;Grézieu-La-Varenne;10;10ème circonscription;0004;1008;199;809;3;794;19.74;80.26;0.3;0.37;78.77;98.15;2022;pres;1;80.26
2022_pres_t1;69094_0005;69;Rhône;69094;Grézieu-La-Varenne;10;10ème circonscription;0005;882;140;742;1;728;15.87;84.13;0.11;0.13;82.54;98.11;2022;pres;1;84.13
2022_pres_t1;69095_0001;69;Rhône;69095;Grézieu-Le-Marché;10;10ème circonscription;0001;629;80;549;2;535;12.72;87.28;0.32;0.36;85.06;97.45;2022;pres;1;87.28
2022_pres_t1;69096_0001;69;Rhône;69096;Grigny;11;11ème circonscription;0001;764;197;567;4;561;25.79;74.21;0.52;0.71;73.43;98.94;2022;pres;1;74.21
2022_pres_t1;69096_0002;69;Rhône;69096;Grigny;11;11ème circonscription;0002;756;199;557;4;547;26.32;73.68;0.53;0.72;72.35;98.2;2022;pres;1;73.68
2022_pres_t1;69096_0003;69;Rhône;69096;Grigny;11;11ème circonscription;0003;982;271;711;9;686;27.6;72.4;0.92;1.27;69.86;96.48;2022;pres;1;72.4
2022_pres_t1;69096_0004;69;Rhône;69096;Grigny;11;11ème circonscription;0004;1179;316;863;4;848;26.8;73.2;0.34;0.46;71.93;98.26;2022;pres;1;73.2
2022_pres_t1;69096_0005;69;Rhône;69096;Grigny;11;11ème circonscription;0005;1067;235;832;2;821;22.02;77.98;0.19;0.24;76.94;98.68;2022;pres;1;77.98
2022_pres_t1;69096_0006;69;Rhône;69096;Grigny;11;11ème circonscription;0006;992;222;770;7;749;22.38;77.62;0.71;0.91;75.5;97.27;2022;pres;1;77.62
