id_election;id_brut_miom;code_departement;libelle_departement;code_commune;libelle_commune;code_circonscription;libelle_circonscription;code_bv;inscrits;abstentions;votants;nuls;exprimes;ratio_abstentions_inscrits;ratio_votants_inscrits;ratio_nuls_inscrits;ratio_nuls_votants;ratio_exprimes_inscrits;ratio_exprimes_votants;annee;type_election;tour;taux_participation
2022_pres_t1;69206_0002;69;Rhône;69206;Saint-Georges-De-Reneins;09;9ème circonscription;0002;1205;242;963;5;944;20.08;79.92;0.41;0.52;78.34;98.03;2022;pres;1;79.92
2022_pres_t1;69206_0003;69;Rhône;69206;Saint-Georges-De-Reneins;09;9ème circonscription;0003;1139;269;870;9;845;23.62;76.38;0.79;1.03;74.19;97.13;2022;pres;1;76.38
2022_pres_t1;69207_0001;69;Rhône;69207;Saint-Germain-Au-Mont-D'Or;05;5ème circonscription;0001;726;145;581;0;571;19.97;80.03;0.0;0.0;78.65;98.28;2022;pres;1;80.03
2022_pres_t1;69207_0002;69;Rhône;69207;Saint-Germain-Au-Mont-D'Or;05;5ème circonscription;0002;618;154;464;6;446;24.92;75.08;0.97;1.29;72.17;96.12;2022;pres;1;75.08
2022_pres_t1;69207_0003;69;Rhône;69207;Saint-Germain-Au-Mont-D'Or;05;5ème circonscription;0003;830;194;636;0;624;23.37;76.63;0.0;0.0;75.18;98.11;2022;pres;1;76.63
2022_pres_t1;69208_0001;69;Rhône;69208;Saint-Germain-Nuelles;08;8ème circonscription;0001;1209;160;1049;4;1029;13.23;86.77;0.33;0.38;85.11;98.09;2022;pres;1;86.77
2022_pres_t1;69208_0002;69;Rhône;69208;Saint-Germain-Nuelles;08;8ème circonscription;0002;550;73;477;2;475;13.27;86.73;0.36;0.42;86.36;99.58;2022;pres;1;86.73
2022_pres_t1;69209_0001;69;Rhône;69209;Saint-Igny-De-Vers;09;9ème circonscription;0001;484;124;360;9;351;25.62;74.38;1.86;2.5;72.52;97.5;2022;pres;1;74.38
2022_pres_t1;69212_0001;69;Rhône;69212;Saint-Jean-Des-Vignes;09;9ème circonscription;0001;385;65;320;0;317;16.88;83.12;0.0;0.0;82.34;99.06;2022;pres;1;83.12
2022_pres_t1;69214_0001;69;Rhône;69214;Saint-Jean-La-Bussière;08;8ème circonscription;0001;908;162;746;20;726;17.84;82.16;2.2;2.68;79.96;97.32;2022;pres;1;82.16
2022_pres_t1;69215_0001;69;Rhône;69215;Saint-Julien;09;9ème circonscription;0001;698;124;574;1;562;17.77;82.23;0.14;0.17;80.52;97.91;2022;pres;1;82.23
2022_pres_t1;69216_0001;69;Rhône;69216;Saint-Julien-Sur-Bibost;08;8ème circonscription;0001;420;64;356;2;347;15.24;84.76;0.48;0.56;82.62;97.47;2022;pres;1;84.76
2022_pres_t1;69217_0001;69;Rhône;69217;Saint-Just-D'Avray;08;8ème circonscription;0001;608;113;495;0;487;18.59;81.41;0.0;0.0;80.1;98.38;2022;pres;1;81.41
2022_pres_t1;69218_0001;69;Rhône;69218;Saint-Lager;09;9ème circonscription;0001;793;191;602;11;590;24.09;75.91;1.39;1.83;74.4;98.01;2022;pres;1;75.91
2022_pres_t1;69219_0001;69;Rhône;69219;Saint-Laurent-D'Agny;11;11ème circonscription;0001;845;157;688;2;673;18.58;81.42;0.24;0.29;79.64;97.82;2022;pres;1;81.42
2022_pres_t1;69219_0002;69;Rhône;69219;Saint-Laurent-D'Agny;11;11ème circonscription;0002;989;185;804;3;786;18.71;81.29;0.3;0.37;79.47;97.76;2022;pres;1;81.29
2022_pres_t1;69220_0001;69;Rhône;69220;Saint-Laurent-De-Chamousset;10;10ème circonscription;0001;1401;269;1132;6;1105;19.2;80.8;0.43;0.53;78.87;97.61;2022;pres;1;80.8
2022_pres_t1;69225_0001;69;Rhône;69225;Saint-Marcel-L'Eclairé;08;8ème circonscription;0001;461;78;383;2;364;16.92;83.08;0.43;0.52;78.96;95.04;2022;pres;1;83.08
2022_pres_t1;69227_0001;69;Rhône;69227;Saint-Martin-En-Haut;10;10ème circonscription;0001;776;177;599;2;587;22.81;77.19;0.26;0.33;75.64;98.0;2022;pres;1;77.19
2022_pres_t1;69227_0002;69;Rhône;69227;Saint-Martin-En-Haut;10;10ème circonscription;0002;833;136;697;1;675;16.33;83.67;0.12;0.14;81.03;96.84;2022;pres;1;83.67
2022_pres_t1;69227_0003;69;Rhône;69227;Saint-Martin-En-Haut;10;10ème circonscription;0003;764;137;627;3;604;17.93;82.07;0.39;0.48;79.06;96.33;2022;pres;1;82.07
2022_pres_t1;69227_0004;69;Rhône;69227;Saint-Martin-En-Haut;10;10ème circonscription;0004;810;120;690;1;677;14.81;85.19;0.12;0.14;83.58;98.12;2022;pres;1;85.19
2022_pres_t1;69228_0001;69;Rhône;69228;Chabanière;11;11ème circonscription;0001;682;103;579;4;561;15.1;84.9;0.59;0.69;82.26;96.89;2022;pres;1;84.9
2022_pres_t1;69228_0002;69;Rhône;69228;Chabanière;11;11ème circonscription;0002;368;87;281;0;280;23.64;76.36;0.0;0.0;76.09;99.64;2022;pres;1;76.36
2022_pres_t1;69228_0003;69;Rhône;69228;Chabanière;11;11ème circonscription;0003;715;103;612;6;594;14.41;85.59;0.84;0.98;83.08;97.06;2022;pres;1;85.59
2022_pres_t1;69228_0004;69;Rhône;69228;Chabanière;11;11ème circonscription;0004;1002;153;849;9;833;15.27;84.73;0.9;1.06;83.13;98.12;2022;pres;1;84.73
2022_pres_t1;69228_0005;69;Rhône;69228;Chabanière;11;11ème circonscription;0005;514;66;448;0;438;12.84;87.16;0.0;0.0;85.21;97.77;2022;pres;1;87.16
2022_pres_t1;69229_0001;69;Rhône;69229;Saint-Nizier-D'Azergues;08;8ème circonscription;0001;553;121;432;3;424;21.88;78.12;0.54;0.69;76.67;98.15;2022;pres;1;78.12
2022_pres_t1;69230_0001;69;Rhône;69230;Sainte-Paule;08;8ème circonscription;0001;262;51;211;0;206;19.47;80.53;0.0;0.0;78.63;97.63;2022;pres;1;80.53
2022_pres_t1;69231_0001;69;Rhône;69231;Saint-Pierre-La-Palud;08;8ème circonscription;0001;1323;276;1047;4;1020;20.86;79.14;0.3;0.38;77.1;97.42;2022;pres;1;79.14
2022_pres_t1;69231_0002;69;Rhône;69231;Saint-Pierre-La-Palud;08;8ème circonscription;0002;798;186;612;0;592;23.31;76.69;0.0;0.0;74.19;96.73;2022;pres;1;76.69
2022_pres_t1;69233_0001;69;Rhône;69233;Saint-Romain-Au-Mont-D'Or;05;5ème circonscription;0001;962;149;813;10;801;15.49;84.51;1.04;1.23;83.26;98.52;2022;pres;1;84.51
2022_pres_t1;69234_0001;69;Rhône;69234;Saint-Romain-De-Popey;08;8ème circonscription;0001;1282;201;1081;4;1060;15.68;84.32;0.31;0.37;82.68;98.06;2022;pres;1;84.32
2022_pres_t1;69235_0001;69;Rhône;69235;Saint-Romain-En-Gal;11;11ème circonscription;0001;687;135;552;1;544;19.65;80.35;0.15;0.18;79.18;98.55;2022;pres;1;80.35
2022_pres_t1;69235_0002;69;Rhône;69235;Saint-Romain-En-Gal;11;11ème circonscription;0002;675;141;534;2;531;20.89;79.11;0.3;0.37;78.67;99.44;2022;pres;1;79.11
2022_pres_t1;69236_0001;69;Rhône;69236;Saint-Romain-En-Gier;11;11ème circonscription;0001;403;84;319;2;312;20.84;79.16;0.5;0.63;77.42;97.81;2022;pres;1;79.16
2022_pres_t1;69238_0001;69;Rhône;69238;Saint-Symphorien-Sur-Coise;10;10ème circonscription;0001;1492;347;1145;5;1117;23.26;76.74;0.34;0.44;74.87;97.55;2022;pres;1;76.74
2022_pres_t1;69238_0002;69;Rhône;69238;Saint-Symphorien-Sur-Coise;10;10ème circonscription;0002;1282;334;948;6;925;26.05;73.95;0.47;0.63;72.15;97.57;2022;pres;1;73.95
2022_pres_t1;69239_0001;69;Rhône;69239;Saint-Vérand;08;8ème circonscription;0001;956;173;783;3;771;18.1;81.9;0.31;0.38;80.65;98.47;2022;pres;1;81.9
2022_pres_t1;69240_0001;69;Rhône;69240;Saint-Vincent-De-Reins;08;8ème circonscription;0001;536;129;407;2;392;24.07;75.93;0.37;0.49;73.13;96.31;2022;pres;1;75.93
2022_pres_t1;69241_0001;69;Rhône;69241;Taluyers;11;11ème circonscription;0001;1038;195;843;1;827;18.79;81.21;0.1;0.12;79.67;98.1;2022;pres;1;81.21
2022_pres_t1;69241_0002;69;Rhône;69241;Taluyers;11;11ème circonscription;0002;949;149;800;0;783;15.7;84.3;0.0;0.0;82.51;97.88;2022;pres;1;84.3
2022_pres_t1;69242_0001;69;Rhône;69242;Taponas;09;9ème circonscription;0001;753;171;582;1;572;22.71;77.29;0.13;0.17;75.96;98.28;2022;pres;1;77.29
2022_pres_t1;69243_0001;69;Rhône;69243;Tarare;08;8ème circonscription;0001;922;263;659;5;644;28.52;71.48;0.54;0.76;69.85;97.72;2022;pres;1;71.48
2022_pres_t1;69243_0002;69;Rhône;69243;Tarare;08;8ème circonscription;0002;882;240;642;3;631;27.21;72.79;0.34;0.47;71.54;98.29;2022;pres;1;72.79
2022_pres_t1;69243_0003;69;Rhône;69243;Tarare;08;8ème circonscription;0003;1043;291;752;4;733;27.9;72.1;0.38;0.53;70.28;97.47;2022;pres;1;72.1
2022_pres_t1;69243_0004;69;Rhône;69243;Tarare;08;8ème circonscription;0004;857;284;573;8;553;33.14;66.86;0.93;1.4;64.53;96.51;2022;pres;1;66.86
2022_pres_t1;69243_0005;69;Rhône;69243;Tarare;08;8ème circonscription;0005;786;248;538;2;527;31.55;68.45;0.25;0.37;67.05;97.96;2022;pres;1;68.45
2022_pres_t1;69243_0006;69;Rhône;69243;Tarare;08;8ème circonscription;0006;703;246;457;9;442;34.99;65.01;1.28;1.97;62.87;96.72;2022;pres;1;65.01
2022_pres_t1;69243_0007;69;Rhône;69243;Tarare;08;8ème circonscription;0007;784;204;580;0;567;26.02;73.98;0.0;0.0;72.32;97.76;2022;pres;1;73.98
2022_pres_t1;69243_0008;69;Rhône;69243;Tarare;08;8ème circonscription;0008;726;184;542;4;533;25.34;74.66;0.55;0.74;73.42;98.34;2022;pres;1;74.66
2022_pres_t1;69244_0001;69;Rhône;69244;Tassin-La-Demi-Lune;12;12ème circonscription;0001;968;194;774;3;763;20.04;79.96;0.31;0.39;78.82;98.58;2022;pres;1;79.96
2022_pres_t1;69244_0002;69;Rhône;69244;Tassin-La-Demi-Lune;12;12ème circonscription;0002;1084;273;811;4;795;25.18;74.82;0.37;0.49;73.34;98.03;2022;pres;1;74.82
2022_pres_t1;69244_0003;69;Rhône;69244;Tassin-La-Demi-Lune;12;12ème circonscription;0003;1030;198;832;3;819;19.22;80.78;0.29;0.36;79.51;98.44;2022;pres;1;80.78
2022_pres_t1;69244_0004;69;Rhône;69244;Tassin-La-Demi-Lune;12;12ème circonscription;0004;1140;161;979;2;968;14.12;85.88;0.18;0.2;84.91;98.88;2022;pres;1;85.88
2022_pres_t1;69244_0005;69;Rhône;69244;Tassin-La-Demi-Lune;12;12ème circonscription;0005;958;143;815;2;801;14.93;85.07;0.21;0.25;83.61;98.28;2022;pres;1;85.07
2022_pres_t1;69244_0006;69;Rhône;69244;Tassin-La-Demi-Lune;12;12ème circonscription;0006;1014;159;855;1;845;15.68;84.32;0.1;0.12;83.33;98.83;2022;pres;1;84.32
2022_pres_t1;69244_0007;69;Rhône;69244;Tassin-La-Demi-Lune;12;12ème circonscription;0007;1107;151;956;0;949;13.64;86.36;0.0;0.0;85.73;99.27;2022;pres;1;86.36
2022_pres_t1;69244_0008;69;Rhône;69244;Tassin-La-Demi-Lune;12;12ème circonscription;0008;876;176;700;3;687;20.09;79.91;0.34;0.43;78.42;98.14;2022;pres;1;79.91
2022_pres_t1;69244_0009;69;Rhône;69244;Tassin-La-Demi-Lune;12;12ème circonscription;0009;1038;244;794;3;781;23.51;76.49;0.29;0.38;75.24;98.36;2022;pres;1;76.49
2022_pres_t1;69244_0010;69;Rhône;69244;Tassin-La-Demi-Lune;12;12ème circonscription;0010;988;231;757;3;745;23.38;76.62;0.3;0.4;75.4;98.41;2022;pres;1;76.62
2022_pres_t1;69244_0011;69;Rhône;69244;Tassin-La-Demi-Lune;12;12ème circonscription;0011;946;188;758;5;744;19.87;80.13;0.53;0.66;78.65;98.15;2022;pres;1;80.13
2022_pres_t1;69244_0012;69;Rhône;69244;Tassin-La-Demi-Lune;12;12ème circonscription;0012;1066;198;868;2;855;18.57;81.43;0.19;0.23;80.21;98.5;2022;pres;1;81.43
2022_pres_t1;69244_0013;69;Rhône;69244;Tassin-La-Demi-Lune;12;12ème circonscription;0013;1182;234;948;6;931;19.8;80.2;0.51;0.63;78.76;98.21;2022;pres;1;80.2
2022_pres_t1;69244_0014;69;Rhône;69244;Tassin-La-Demi-Lune;12;12ème circonscription;0014;964;283;681;6;667;29.36;70.64;0.62;0.88;69.19;97.94;2022;pres;1;70.64
2022_pres_t1;69244_0015;69;Rhône;69244;Tassin-La-Demi-Lune;12;12ème circonscription;0015;919;183;736;3;726;19.91;80.09;0.33;0.41;79.0;98.64;2022;pres;1;80.09
2022_pres_t1;69245_0001;69;Rhône;69245;Ternand;08;8ème circonscription;0001;592;99;493;4;482;16.72;83.28;0.68;0.81;81.42;97.77;2022;pres;1;83.28
2022_pres_t1;69246_0001;69;Rhône;69246;Theizé;08;8ème circonscription;0001;993;136;857;5;835;13.7;86.3;0.5;0.58;84.09;97.43;2022;pres;1;86.3
2022_pres_t1;69248_0001;69;Rhône;69248;Thizy-Les-Bourgs;08;8ème circonscription;0001;668;209;459;4;453;31.29;68.71;0.6;0.87;67.81;98.69;2022;pres;1;68.71
2022_pres_t1;69248_0002;69;Rhône;69248;Thizy-Les-Bourgs;08;8ème circonscription;0002;654;164;490;2;478;25.08;74.92;0.31;0.41;73.09;97.55;2022;pres;1;74.92
2022_pres_t1;69248_0003;69;Rhône;69248;Thizy-Les-Bourgs;08;8ème circonscription;0003;725;192;533;2;520;26.48;73.52;0.28;0.38;71.72;97.56;2022;pres;1;73.52
2022_pres_t1;69248_0004;69;Rhône;69248;Thizy-Les-Bourgs;08;8ème circonscription;0004;840;224;616;7;597;26.67;73.33;0.83;1.14;71.07;96.92;2022;pres;1;73.33
2022_pres_t1;69248_0005;69;Rhône;69248;Thizy-Les-Bourgs;08;8ème circonscription;0005;184;32;152;1;149;17.39;82.61;0.54;0.66;80.98;98.03;2022;pres;1;82.61
2022_pres_t1;69248_0006;69;Rhône;69248;Thizy-Les-Bourgs;08;8ème circonscription;0006;391;79;312;0;310;20.2;79.8;0.0;0.0;79.28;99.36;2022;pres;1;79.8
2022_pres_t1;69248_0007;69;Rhône;69248;Thizy-Les-Bourgs;08;8ème circonscription;0007;463;84;379;1;370;18.14;81.86;0.22;0.26;79.91;97.63;2022;pres;1;81.86
2022_pres_t1;69249_0001;69;Rhône;69249;Thurins;10;10ème circonscription;0001;704;121;583;4;568;17.19;82.81;0.57;0.69;80.68;97.43;2022;pres;1;82.81
2022_pres_t1;69249_0002;69;Rhône;69249;Thurins;10;10ème circonscription;0002;857;155;702;1;692;18.09;81.91;0.12;0.14;80.75;98.58;2022;pres;1;81.91
2022_pres_t1;69249_0003;69;Rhône;69249;Thurins;10;10ème circonscription;0003;841;135;706;1;697;16.05;83.95;0.12;0.14;82.88;98.73;2022;pres;1;83.95
2022_pres_t1;69250_0001;69;Rhône;69250;La Tour-De-Salvagny;08;8ème circonscription;0001;1113;133;980;3;965;11.95;88.05;0.27;0.31;86.7;98.47;2022;pres;1;88.05
2022_pres_t1;69250_0002;69;Rhône;69250;La Tour-De-Salvagny;08;8ème circonscription;0002;1205;185;1020;2;999;15.35;84.65;0.17;0.2;82.9;97.94;2022;pres;1;84.65
2022_pres_t1;69250_0003;69;Rhône;69250;La Tour-De-Salvagny;08;8ème circonscription;0003;1095;165;930;4;916;15.07;84.93;0.37;0.43;83.65;98.49;2022;pres;1;84.93
2022_pres_t1;69252_0001;69;Rhône;69252;Trèves;11;11ème circonscription;0001;579;135;444;0;433;23.32;76.68;0.0;0.0;74.78;97.52;2022;pres;1;76.68
2022_pres_t1;69253_0001;69;Rhône;69253;Tupin-Et-Semons;11;11ème circonscription;0001;517;106;411;2;401;20.5;79.5;0.39;0.49;77.56;97.57;2022;pres;1;79.5
2022_pres_t1;69254_0001;69;Rhône;69254;Valsonne;08;8ème circonscription;0001;657;135;522;4;507;20.55;79.45;0.61;0.77;77.17;97.13;2022;pres;1;79.45
2022_pres_t1;69255_0001;69;Rhône;69255;Vaugneray;10;10ème circonscription;0001;816;128;688;2;676;15.69;84.31;0.25;0.29;82.84;98.26;2022;pres;1;84.31
2022_pres_t1;69255_0002;69;Rhône;69255;Vaugneray;10;10ème circonscription;0002;834;147;687;4;671;17.63;82.37;0.48;0.58;80.46;97.67;2022;pres;1;82.37
2022_pres_t1;69255_0003;69;Rhône;69255;Vaugneray;10;10ème circonscription;0003;895;190;705;0;690;21.23;78.77;0.0;0.0;77.09;97.87;2022;pres;1;78.77
2022_pres_t1;69255_0004;69;Rhône;69255;Vaugneray;10;10ème circonscription;0004;765;121;644;1;634;15.82;84.18;0.13;0.16;82.88;98.45;2022;pres;1;84.18
2022_pres_t1;69255_0005;69;Rhône;69255;Vaugneray;10;10ème circonscription;0005;577;92;485;1;477;15.94;84.06;0.17;0.21;82.67;98.35;2022;pres;1;84.06
2022_pres_t1;69255_0006;69;Rhône;69255;Vaugneray;10;10ème circonscription;0006;629;113;516;2;506;17.97;82.03;0.32;0.39;80.45;98.06;2022;pres;1;82.03
2022_pres_t1;69256_0001;69;Rhône;69256;Vaulx-En-Velin;07;7ème circonscription;0001;1638;567;1071;7;1053;34.62;65.38;0.43;0.65;64.29;98.32;2022;pres;1;65.38
2022_pres_t1;69256_0002;69;Rhône;69256;Vaulx-En-Velin;07;7ème circonscription;0002;1304;372;932;5;913;28.53;71.47;0.38;0.54;70.02;97.96;2022;pres;1;71.47
2022_pres_t1;69256_0003;69;Rhône;69256;Vaulx-En-Velin;07;7ème circonscription;0003;1476;457;1019;2;1005;30.96;69.04;0.14;0.2;68.09;98.63;2022;pres;1;69.04
2022_pres_t1;69256_0004;69;Rhône;69256;Vaulx-En-Velin;07;7ème circonscription;0004;1192;535;657;5;643;44.88;55.12;0.42;0.76;53.94;97.87;2022;pres;1;55.12
2022_pres_t1;69256_0005;69;Rhône;69256;Vaulx-En-Velin;07;7ème circonscription;0005;1289;481;808;7;787;37.32;62.68;0.54;0.87;61.06;97.4;2022;pres;1;62.68
2022_pres_t1;69256_0006;69;Rhône;69256;Vaulx-En-Velin;07;7ème circonscription;0006;1174;627;547;5;530;53.41;46.59;0.43;0.91;45.14;96.89;2022;pres;1;46.59
2022_pres_t1;69256_0007;69;Rhône;69256;Vaulx-En-Velin;07;7ème circonscription;0007;1121;562;559;7;542;50.13;49.87;0.62;1.25;48.35;96.96;2022;pres;1;49.87
2022_pres_t1;69256_0008;69;Rhône;69256;Vaulx-En-Velin;07;7ème circonscription;0008;1112;523;589;3;581;47.03;52.97;0.27;0.51;52.25;98.64;2022;pres;1;52.97
2022_pres_t1;69256_0009;69;Rhône;69256;Vaulx-En-Velin;07;7ème circonscription;0009;1361;703;658;7;645;51.65;48.35;0.51;1.06;47.39;98.02;2022;pres;1;48.35
2022_pres_t1;69256_0010;69;Rhône;69256;Vaulx-En-Velin;07;7ème circonscription;0010;1354;662;692;5;678;48.89;51.11;0.37;0.72;50.07;97.98;2022;pres;1;51.11
2022_pres_t1;69256_0011;69;Rhône;69256;Vaulx-En-Velin;07;7ème circonscription;0011;1021;397;624;4;615;38.88;61.12;0.39;0.64;60.24;98.56;2022;pres;1;61.12
2022_pres_t1;69256_0012;69;Rhône;69256;Vaulx-En-Velin;07;7ème circonscription;0012;1216;391;825;2;812;32.15;67.85;0.16;0.24;66.78;98.42;2022;pres;1;67.85
2022_pres_t1;69256_0013;69;Rhône;69256;Vaulx-En-Velin;07;7ème circonscription;0013;1061;355;706;2;696;33.46;66.54;0.19;0.28;65.6;98.58;2022;pres;1;66.54
2022_pres_t1;69256_0014;69;Rhône;69256;Vaulx-En-Velin;07;7ème circonscription;0014;1204;593;611;3;601;49.25;50.75;0.25;0.49;49.92;98.36;2022;pres;1;50.75
2022_pres_t1;69256_0015;69;Rhône;69256;Vaulx-En-Velin;07;7ème circonscription;0015;1088;383;705;2;695;35.2;64.8;0.18;0.28;63.88;98.58;2022;pres;1;64.8
2022_pres_t1;69256_0016;69;Rhône;69256;Vaulx-En-Velin;07;7ème circonscription;0016;1389;511;878;6;859;36.79;63.21;0.43;0.68;61.84;97.84;2022;pres;1;63.21
2022_pres_t1;69256_0017;69;Rhône;69256;Vaulx-En-Velin;07;7ème circonscription;0017;1155;357;798;5;786;30.91;69.09;0.43;0.63;68.05;98.5;2022;pres;1;69.09
2022_pres_t1;69256_0018;69;Rhône;69256;Vaulx-En-Velin;07;7ème circonscription;0018;991;492;499;2;494;49.65;50.35;0.2;0.4;49.85;99.0;2022;pres;1;50.35
2022_pres_t1;69256_0019;69;Rhône;69256;Vaulx-En-Velin;07;7ème circonscription;0019;936;352;584;2;574;37.61;62.39;0.21;0.34;61.32;98.29;2022;pres;1;62.39
2022_pres_t1;69256_0020;69;Rhône;69256;Vaulx-En-Velin;07;7ème circonscription;0020;973;410;563;4;556;42.14;57.86;0.41;0.71;57.14;98.76;2022;pres;1;57.86
2022_pres_t1;69257_0001;69;Rhône;69257;Vaux-En-Beaujolais;09;9ème circonscription;0001;868;173;695;2;680;19.93;80.07;0.23;0.29;78.34;97.84;2022;pres;1;80.07
2022_pres_t1;69258_0001;69;Rhône;69258;Vauxrenard;09;9ème circonscription;0001;268;40;228;0;227;14.93;85.07;0.0;0.0;84.7;99.56;2022;pres;1;85.07
2022_pres_t1;69259_0001;69;Rhône;69259;Vénissieux;14;14ème circonscription;0001;925;235;690;3;680;25.41;74.59;0.32;0.43;73.51;98.55;2022;pres;1;74.59
2022_pres_t1;69259_0002;69;Rhône;69259;Vénissieux;14;14ème circonscription;0002;790;343;447;2;442;43.42;56.58;0.25;0.45;55.95;98.88;2022;pres;1;56.58
2022_pres_t1;69259_0003;69;Rhône;69259;Vénissieux;14;14ème circonscription;0003;1373;354;1019;6;996;25.78;74.22;0.44;0.59;72.54;97.74;2022;pres;1;74.22
2022_pres_t1;69259_0004;69;Rhône;69259;Vénissieux;14;14ème circonscription;0004;744;195;549;4;539;26.21;73.79;0.54;0.73;72.45;98.18;2022;pres;1;73.79
2022_pres_t1;69259_0005;69;Rhône;69259;Vénissieux;14;14ème circonscription;0005;1119;361;758;4;749;32.26;67.74;0.36;0.53;66.93;98.81;2022;pres;1;67.74
2022_pres_t1;69259_0006;69;Rhône;69259;Vénissieux;14;14ème circonscription;0006;906;311;595;4;580;34.33;65.67;0.44;0.67;64.02;97.48;2022;pres;1;65.67
2022_pres_t1;69259_0007;69;Rhône;69259;Vénissieux;14;14ème circonscription;0007;919;274;645;3;637;29.82;70.18;0.33;0.47;69.31;98.76;2022;pres;1;70.18
2022_pres_t1;69259_0008;69;Rhône;69259;Vénissieux;14;14ème circonscription;0008;987;333;654;5;641;33.74;66.26;0.51;0.76;64.94;98.01;2022;pres;1;66.26
2022_pres_t1;69259_0009;69;Rhône;69259;Vénissieux;14;14ème circonscription;0009;1045;240;805;2;788;22.97;77.03;0.19;0.25;75.41;97.89;2022;pres;1;77.03
2022_pres_t1;69259_0010;69;Rhône;69259;Vénissieux;14;14ème circonscription;0010;1062;288;774;3;758;27.12;72.88;0.28;0.39;71.37;97.93;2022;pres;1;72.88
2022_pres_t1;69259_0011;69;Rhône;69259;Vénissieux;14;14ème circonscription;0011;856;242;614;1;599;28.27;71.73;0.12;0.16;69.98;97.56;2022;pres;1;71.73
2022_pres_t1;69259_0012;69;Rhône;69259;Vénissieux;14;14ème circonscription;0012;1329;348;981;6;958;26.19;73.81;0.45;0.61;72.08;97.66;2022;pres;1;73.81
2022_pres_t1;69259_0013;69;Rhône;69259;Vénissieux;14;14ème circonscription;0013;812;292;520;2;508;35.96;64.04;0.25;0.38;62.56;97.69;2022;pres;1;64.04
2022_pres_t1;69259_0014;69;Rhône;69259;Vénissieux;14;14ème circonscription;0014;719;207;512;2;505;28.79;71.21;0.28;0.39;70.24;98.63;2022;pres;1;71.21
2022_pres_t1;69259_0015;69;Rhône;69259;Vénissieux;14;14ème circonscription;0015;1135;238;897;0;886;20.97;79.03;0.0;0.0;78.06;98.77;2022;pres;1;79.03
2022_pres_t1;69259_0016;69;Rhône;69259;Vénissieux;14;14ème circonscription;0016;877;226;651;4;640;25.77;74.23;0.46;0.61;72.98;98.31;2022;pres;1;74.23
2022_pres_t1;69259_0017;69;Rhône;69259;Vénissieux;14;14ème circonscription;0017;1075;237;838;1;826;22.05;77.95;0.09;0.12;76.84;98.57;2022;pres;1;77.95
2022_pres_t1;69259_0018;69;Rhône;69259;Vénissieux;14;14ème circonscription;0018;672;180;492;1;485;26.79;73.21;0.15;0.2;72.17;98.58;2022;pres;1;73.21
2022_pres_t1;69259_0019;69;Rhône;69259;Vénissieux;14;14ème circonscription;0019;555;188;367;1;358;33.87;66.13;0.18;0.27;64.5;97.55;2022;pres;1;66.13
2022_pres_t1;69259_0020;69;Rhône;69259;Vénissieux;14;14ème circonscription;0020;1377;385;992;9;962;27.96;72.04;0.65;0.91;69.86;96.98;2022;pres;1;72.04
2022_pres_t1;69259_0021;69;Rhône;69259;Vénissieux;14;14ème circonscription;0021;849;247;602;6;592;29.09;70.91;0.71;1.0;69.73;98.34;2022;pres;1;70.91
2022_pres_t1;69259_0022;69;Rhône;69259;Vénissieux;14;14ème circonscription;0022;1165;346;819;9;801;29.7;70.3;0.77;1.1;68.76;97.8;2022;pres;1;70.3
2022_pres_t1;69259_0023;69;Rhône;69259;Vénissieux;14;14ème circonscription;0023;932;310;622;9;611;33.26;66.74;0.97;1.45;65.56;98.23;2022;pres;1;66.74
2022_pres_t1;69259_0024;69;Rhône;69259;Vénissieux;14;14ème circonscription;0024;1199;511;688;6;667;42.62;57.38;0.5;0.87;55.63;96.95;2022;pres;1;57.38
2022_pres_t1;69259_0025;69;Rhône;69259;Vénissieux;14;14ème circonscription;0025;1413;614;799;5;784;43.45;56.55;0.35;0.63;55.48;98.12;2022;pres;1;56.55
2022_pres_t1;69259_0026;69;Rhône;69259;Vénissieux;14;14ème circonscription;0026;926;340;586;5;580;36.72;63.28;0.54;0.85;62.63;98.98;2022;pres;1;63.28
2022_pres_t1;69259_0027;69;Rhône;69259;Vénissieux;14;14ème circonscription;0027;1501;630;871;7;857;41.97;58.03;0.47;0.8;57.1;98.39;2022;pres;1;58.03
2022_pres_t1;69259_0028;69;Rhône;69259;Vénissieux;14;14ème circonscription;0028;968;389;579;3;572;40.19;59.81;0.31;0.52;59.09;98.79;2022;pres;1;59.81
2022_pres_t1;69259_0029;69;Rhône;69259;Vénissieux;14;14ème circonscription;0029;999;344;655;5;647;34.43;65.57;0.5;0.76;64.76;98.78;2022;pres;1;65.57
2022_pres_t1;69260_0001;69;Rhône;69260;Vernaison;12;12ème circonscription;0001;824;145;679;1;669;17.6;82.4;0.12;0.15;81.19;98.53;2022;pres;1;82.4
2022_pres_t1;69260_0002;69;Rhône;69260;Vernaison;12;12ème circonscription;0002;771;110;661;6;648;14.27;85.73;0.78;0.91;84.05;98.03;2022;pres;1;85.73
2022_pres_t1;69260_0003;69;Rhône;69260;Vernaison;12;12ème circonscription;0003;828;160;668;1;664;19.32;80.68;0.12;0.15;80.19;99.4;2022;pres;1;80.68
2022_pres_t1;69260_0004;69;Rhône;69260;Vernaison;12;12ème circonscription;0004;892;186;706;3;689;20.85;79.15;0.34;0.42;77.24;97.59;2022;pres;1;79.15
